"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim","code2"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSG-GMD.B.4","Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.","http://corestandards.org/Math/Content/HSG/GMD/B/4/","Geometric Measurement & Dimension","GMD","GMD.B.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.A.1","Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.","http://corestandards.org/Math/Content/HSG/GPE/A/1/","Geometric Properties with Equations","GPE","GPE.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.A.2","Derive the equation of a parabola given a focus and directrix.","http://corestandards.org/Math/Content/HSG/GPE/A/2/","Geometric Properties with Equations","GPE","GPE.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.A.3","(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.","http://corestandards.org/Math/Content/HSG/GPE/A/3/","Geometric Properties with Equations","GPE","GPE.A.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.B.4","Use coordinates to prove simple geometric theorems algebraically. <i>For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, &radic;3) lies on the circle centered at the origin and containing the point (0, 2).","http://corestandards.org/Math/Content/HSG/GPE/B/4/","Geometric Properties with Equations","GPE","GPE.B.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.B.5","</i>Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).</i>","http://corestandards.org/Math/Content/HSG/GPE/B/5/","Geometric Properties with Equations","GPE","GPE.B.5"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.B.6","Find the point on a directed line segment between two given points that partitions the segment in a given ratio.","http://corestandards.org/Math/Content/HSG/GPE/B/6/","Geometric Properties with Equations","GPE","GPE.B.6"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSG-GPE.B.7","Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.<sup>*","http://corestandards.org/Math/Content/HSG/GPE/B/7/","Geometric Properties with Equations","GPE","GPE.B.7"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-MG.A.1","Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).<sup>*</sup>","http://corestandards.org/Math/Content/HSG/MG/A/1/","Modeling with Geometry","MG","MG.A.1"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-MG.A.2","Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).<sup>*</sup>","http://corestandards.org/Math/Content/HSG/MG/A/2/","Modeling with Geometry","MG","MG.A.2"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-MG.A.3","Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).<sup>*</sup>","http://corestandards.org/Math/Content/HSG/MG/A/3/","Modeling with Geometry","MG","MG.A.3"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.A.1","Verify experimentally the properties of dilations given by a center and a scale factor:","http://corestandards.org/Math/Content/HSG/SRT/A/1/","Similarity, Right Triangles & Trig","SRT","SRT.A.1"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.A.1a","A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged.","http://corestandards.org/Math/Content/HSG/SRT/A/1/a/","Similarity, Right Triangles & Trig","SRT","SRT.A.1a"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.A.1b","The dilation of a line segment is longer or shorter in the ratio given by the scale factor.","http://corestandards.org/Math/Content/HSG/SRT/A/1/b/","Similarity, Right Triangles & Trig","SRT","SRT.A.1b"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.A.2","Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.","http://corestandards.org/Math/Content/HSG/SRT/A/2/","Similarity, Right Triangles & Trig","SRT","SRT.A.2"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.A.3","Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.","http://corestandards.org/Math/Content/HSG/SRT/A/3/","Similarity, Right Triangles & Trig","SRT","SRT.A.3"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.B.4","Prove theorems about triangles. <i>Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.","http://corestandards.org/Math/Content/HSG/SRT/B/4/","Similarity, Right Triangles & Trig","SRT","SRT.B.4"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.B.5","</i>Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.</i>","http://corestandards.org/Math/Content/HSG/SRT/B/5/","Similarity, Right Triangles & Trig","SRT","SRT.B.5"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.C.6","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.","http://corestandards.org/Math/Content/HSG/SRT/C/6/","Similarity, Right Triangles & Trig","SRT","SRT.C.6"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.C.7","Explain and use the relationship between the sine and cosine of complementary angles.","http://corestandards.org/Math/Content/HSG/SRT/C/7/","Similarity, Right Triangles & Trig","SRT","SRT.C.7"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.C.8","Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.<sup>*</sup>","http://corestandards.org/Math/Content/HSG/SRT/C/8/","Similarity, Right Triangles & Trig","SRT","SRT.C.8"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.D.9","(+) Derive the formula <i>A</i> = 1/2 <i>ab</i> sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.","http://corestandards.org/Math/Content/HSG/SRT/D/9/","Similarity, Right Triangles & Trig","SRT","SRT.D.9"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.D.10","(+) Prove the Laws of Sines and Cosines and use them to solve problems.","http://corestandards.org/Math/Content/HSG/SRT/D/10/","Similarity, Right Triangles & Trig","SRT","SRT.D.10"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSG-SRT.D.11","(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).","http://corestandards.org/Math/Content/HSG/SRT/D/11/","Similarity, Right Triangles & Trig","SRT","SRT.D.11"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.A.1","Know there is a complex number <i>i</i> such that <i>i</i><sup>2</sup> = -1, and every complex number has the form <i>a + bi</i> with <i>a</i> and <i>b</i> real.","http://corestandards.org/Math/Content/HSN/CN/A/1/","Complex Numbers","CN","CN.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.A.2","Use the relation <i>i</i><sup>2</sup> = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.","http://corestandards.org/Math/Content/HSN/CN/A/2/","Complex Numbers","CN","CN.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.A.3","(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.","http://corestandards.org/Math/Content/HSN/CN/A/3/","Complex Numbers","CN","CN.A.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.B.4","(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.","http://corestandards.org/Math/Content/HSN/CN/B/4/","Complex Numbers","CN","CN.B.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.B.5","(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. <i>For example, (-1 + &radic;3 i)<sup>3</sup> = 8 because (-1 + &radic;3 i) has modulus 2 and argument 120&deg;.</i>","http://corestandards.org/Math/Content/HSN/CN/B/5/","Complex Numbers","CN","CN.B.5"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.B.6","(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints.","http://corestandards.org/Math/Content/HSN/CN/B/6/","Complex Numbers","CN","CN.B.6"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.C.7","Solve quadratic equations with real coefficients that have complex solutions.","http://corestandards.org/Math/Content/HSN/CN/C/7/","Complex Numbers","CN","CN.C.7"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.C.8","(+) Extend polynomial identities to the complex numbers. <i>For example, rewrite x<sup>2</sup> + 4 as (x + 2i)(x - 2i)</i>.","http://corestandards.org/Math/Content/HSN/CN/C/8/","Complex Numbers","CN","CN.C.8"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-CN.C.9","(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.","http://corestandards.org/Math/Content/HSN/CN/C/9/","Complex Numbers","CN","CN.C.9"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-Q.A.1","Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.","http://corestandards.org/Math/Content/HSN/Q/A/1/","Quantities","Q","Q.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-Q.A.2","Define appropriate quantities for the purpose of descriptive modeling.","http://corestandards.org/Math/Content/HSN/Q/A/2/","Quantities","Q","Q.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-Q.A.3","Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.","http://corestandards.org/Math/Content/HSN/Q/A/3/","Quantities","Q","Q.A.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-RN.A.1","Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. <i>For example, we define 5<sup>1/3</sup> to be the cube root of 5 because we want (5<sup>1/3</sup>)<sup>3</sup> = 5<sup>(1/3)3</sup> to hold, so (5<sup>1/3</sup>)<sup>3</sup> must equal 5</i>.","http://corestandards.org/Math/Content/HSN/RN/A/1/","Real Numbers","RN","RN.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-RN.A.2","Rewrite expressions involving radicals and rational exponents using the properties of exponents.","http://corestandards.org/Math/Content/HSN/RN/A/2/","Real Numbers","RN","RN.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-RN.B.3","Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.","http://corestandards.org/Math/Content/HSN/RN/B/3/","Real Numbers","RN","RN.B.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.A.1","(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., <b><i>v</i></b>, |<b><i>v</i></b>|, ||<b><i>v</i></b>||, <i>v</i>).","http://corestandards.org/Math/Content/HSN/VM/A/1/","Vector & Matrix Quantities","VM","VM.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.A.2","(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.","http://corestandards.org/Math/Content/HSN/VM/A/2/","Vector & Matrix Quantities","VM","VM.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.A.3","(+) Solve problems involving velocity and other quantities that can be represented by vectors.","http://corestandards.org/Math/Content/HSN/VM/A/3/","Vector & Matrix Quantities","VM","VM.A.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.4","(+) Add and subtract vectors.","http://corestandards.org/Math/Content/HSN/VM/B/4/","Vector & Matrix Quantities","VM","VM.B.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.4a","Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes.","http://corestandards.org/Math/Content/HSN/VM/B/4/a/","Vector & Matrix Quantities","VM","VM.B.4a"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.4b","Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum.","http://corestandards.org/Math/Content/HSN/VM/B/4/b/","Vector & Matrix Quantities","VM","VM.B.4b"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.4c","Understand vector subtraction <b><i>v</i></b> - <b><i>w</i></b> as <b><i>v</i></b> + (-<b><i>w</i></b>), where -<b><i>w</i></b> is the additive inverse of <b><i>w</i></b>, with the same magnitude as <b><i>w</i></b> and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise.","http://corestandards.org/Math/Content/HSN/VM/B/4/c/","Vector & Matrix Quantities","VM","VM.B.4c"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.5","(+) Multiply a vector by a scalar.","http://corestandards.org/Math/Content/HSN/VM/B/5/","Vector & Matrix Quantities","VM","VM.B.5"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.5a","Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as <i>c</i>(<i>v</i><sub><i>x</i></sub>, <i>v</i><sub><i>y</i></sub>) = (<i>cv</i><sub><i>x</i></sub>, <i>cv</i><sub><i>y</i></sub>).","http://corestandards.org/Math/Content/HSN/VM/B/5/a/","Vector & Matrix Quantities","VM","VM.B.5a"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.B.5b","Compute the magnitude of a scalar multiple <i>c</i><b><i>v</i></b> using ||<i>c</i><b><i>v</i></b>|| = |<i>c</i>|<b><i>v</i></b>. Compute the direction of <i>c</i><b><i>v</i></b> knowing that when |<i>c</i>|<b><i>v</i></b> &ne; 0, the direction of <i>c</i><b><i>v</i></b> is either along <b><i>v</i></b> (for <i>c</i> &gt; 0) or against <b><i>v</i></b> (for <i>c</i> &lt; 0).","http://corestandards.org/Math/Content/HSN/VM/B/5/b/","Vector & Matrix Quantities","VM","VM.B.5b"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.6","(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.","http://corestandards.org/Math/Content/HSN/VM/C/6/","Vector & Matrix Quantities","VM","VM.C.6"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.7","(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.","http://corestandards.org/Math/Content/HSN/VM/C/7/","Vector & Matrix Quantities","VM","VM.C.7"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.8","(+) Add, subtract, and multiply matrices of appropriate dimensions.","http://corestandards.org/Math/Content/HSN/VM/C/8/","Vector & Matrix Quantities","VM","VM.C.8"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.9","(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.","http://corestandards.org/Math/Content/HSN/VM/C/9/","Vector & Matrix Quantities","VM","VM.C.9"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.10","(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.","http://corestandards.org/Math/Content/HSN/VM/C/10/","Vector & Matrix Quantities","VM","VM.C.10"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.11","(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.","http://corestandards.org/Math/Content/HSN/VM/C/11/","Vector & Matrix Quantities","VM","VM.C.11"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSN-VM.C.12","(+) Work with 2 &times; 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area.","http://corestandards.org/Math/Content/HSN/VM/C/12/","Vector & Matrix Quantities","VM","VM.C.12"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.A.1","Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").","http://corestandards.org/Math/Content/HSS/CP/A/1/","Conditional Probability","CP","CP.A.1"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.A.2","Understand that two events <i>A</i> and <i>B</i> are independent if the probability of <i>A</i> and <i>B</i> occurring together is the product of their probabilities, and use this characterization to determine if they are independent.","http://corestandards.org/Math/Content/HSS/CP/A/2/","Conditional Probability","CP","CP.A.2"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.A.3","Understand the conditional probability of <i>A</i> given <i>B</i> as <i>P</i>(<i>A</i> and <i>B</i>)/<i>P</i>(<i>B</i>), and interpret independence of <i>A</i> and <i>B</i> as saying that the conditional probability of <i>A</i> given <i>B</i> is the same as the probability of <i>A</i>, and the conditional probability of <i>B</i> given <i>A</i> is the same as the probability of <i>B</i>.","http://corestandards.org/Math/Content/HSS/CP/A/3/","Conditional Probability","CP","CP.A.3"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.A.4","Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. <i>For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.</i>","http://corestandards.org/Math/Content/HSS/CP/A/4/","Conditional Probability","CP","CP.A.4"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.A.5","Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. <i>For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.</i>","http://corestandards.org/Math/Content/HSS/CP/A/5/","Conditional Probability","CP","CP.A.5"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.B.6","Find the conditional probability of <i>A</i> given <i>B</i> as the fraction of <i>B</i>'s outcomes that also belong to <i>A</i>, and interpret the answer in terms of the model.","http://corestandards.org/Math/Content/HSS/CP/B/6/","Conditional Probability","CP","CP.B.6"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.B.7","Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.","http://corestandards.org/Math/Content/HSS/CP/B/7/","Conditional Probability","CP","CP.B.7"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.B.8","(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.","http://corestandards.org/Math/Content/HSS/CP/B/8/","Conditional Probability","CP","CP.B.8"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-CP.B.9","(+) Use permutations and combinations to compute probabilities of compound events and solve problems.","http://corestandards.org/Math/Content/HSS/CP/B/9/","Conditional Probability","CP","CP.B.9"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSS-IC.A.1","Understand statistics as a process for making inferences about population parameters based on a random sample from that population.","http://corestandards.org/Math/Content/HSS/IC/A/1/","Inferences & Justifying Conclusions","IC","IC.A.1"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSS-IC.A.2","Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. <i>For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model</i>?","http://corestandards.org/Math/Content/HSS/IC/A/2/","Inferences & Justifying Conclusions","IC","IC.A.2"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSS-IC.B.3","</i>Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.</i>","http://corestandards.org/Math/Content/HSS/IC/B/3/","Inferences & Justifying Conclusions","IC","IC.B.3"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSS-IC.B.4","Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.","http://corestandards.org/Math/Content/HSS/IC/B/4/","Inferences & Justifying Conclusions","IC","IC.B.4"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSS-IC.B.5","Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.","http://corestandards.org/Math/Content/HSS/IC/B/5/","Inferences & Justifying Conclusions","IC","IC.B.5"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSS-IC.B.6","Evaluate reports based on data.","http://corestandards.org/Math/Content/HSS/IC/B/6/","Inferences & Justifying Conclusions","IC","IC.B.6"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.A.1","Represent data with plots on the real number line (dot plots, histograms, and box plots).","http://corestandards.org/Math/Content/HSS/ID/A/1/","Interpreting Categorical & Quantitative Data","ID","ID.A.1"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.A.2","Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.","http://corestandards.org/Math/Content/HSS/ID/A/2/","Interpreting Categorical & Quantitative Data","ID","ID.A.2"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.A.3","Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).","http://corestandards.org/Math/Content/HSS/ID/A/3/","Interpreting Categorical & Quantitative Data","ID","ID.A.3"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.A.4","Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.","http://corestandards.org/Math/Content/HSS/ID/A/4/","Interpreting Categorical & Quantitative Data","ID","ID.A.4"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.B.5","Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.","http://corestandards.org/Math/Content/HSS/ID/B/5/","Interpreting Categorical & Quantitative Data","ID","ID.B.5"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.B.6","Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.","http://corestandards.org/Math/Content/HSS/ID/B/6/","Interpreting Categorical & Quantitative Data","ID","ID.B.6"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.B.6a","Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.","http://corestandards.org/Math/Content/HSS/ID/B/6/a/","Interpreting Categorical & Quantitative Data","ID","ID.B.6a"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.B.6b","Informally assess the fit of a function by plotting and analyzing residuals.","http://corestandards.org/Math/Content/HSS/ID/B/6/b/","Interpreting Categorical & Quantitative Data","ID","ID.B.6b"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.B.6c","Fit a linear function for a scatter plot that suggests a linear association.","http://corestandards.org/Math/Content/HSS/ID/B/6/c/","Interpreting Categorical & Quantitative Data","ID","ID.B.6c"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.C.7","Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.","http://corestandards.org/Math/Content/HSS/ID/C/7/","Interpreting Categorical & Quantitative Data","ID","ID.C.7"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.C.8","Compute (using technology) and interpret the correlation coefficient of a linear fit.","http://corestandards.org/Math/Content/HSS/ID/C/8/","Interpreting Categorical & Quantitative Data","ID","ID.C.8"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-ID.C.9","Distinguish between correlation and causation.","http://corestandards.org/Math/Content/HSS/ID/C/9/","Interpreting Categorical & Quantitative Data","ID","ID.C.9"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-MD.A.1","(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.","http://corestandards.org/Math/Content/HSS/MD/A/1/","Measurement & Data","MD","MD.A.1"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-MD.A.2","(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.","http://corestandards.org/Math/Content/HSS/MD/A/2/","Measurement & Data","MD","MD.A.2"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-MD.A.3","(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. <i>For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.</i>","http://corestandards.org/Math/Content/HSS/MD/A/3/","Measurement & Data","MD","MD.A.3"
"9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S","HSS-MD.A.4","(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. <i>For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?</i>","http://corestandards.org/Math/Content/HSS/MD/A/4/","Measurement & Data","MD","MD.A.4"
