"code","set","dim","grade","statement","dimension","orig_dimension","orig_dim","subject","link","code2","subcategory","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"LS4.C-H2","NGSS","DCI","9,10,11,12","Natural selection leads to adaptation, that is, to a population dominated by organisms that are anatomically, behaviorally, and physiologically well suited to survive and reproduce in a specific environment. That is, the differential survival and reproduction of organisms in a population that have an advantageous heritable trait leads to an increase in the proportion of individuals in future generations that have the trait and to a decrease in the proportion of individuals that do not.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Adaptation","LS4.C","HS-LS4-3","Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.","Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.","Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.",NA
"LS4.C-H3","NGSS","DCI","9,10,11,12","Adaptation also means that the distribution of traits in a population can change when conditions change.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Adaptation","LS4.C","HS-LS4-3","Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.","Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.","Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.",NA
"LS4.C-H4","NGSS","DCI","9,10,11,12","Changes in the physical environment, whether naturally occurring or human induced, have thus contributed to the expansion of some species, the emergence of new distinct species as populations diverge under different conditions, and the decline-and sometimes the extinction-of some species.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Adaptation","LS4.C","HS-LS4-5","Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.","Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species.","",NA
"LS4.C-H5","NGSS","DCI","9,10,11,12","Species become extinct because they can no longer survive and reproduce in their altered environment. If members cannot adjust to change that is too fast or drastic, the opportunity for the species’ evolution is lost.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Adaptation","LS4.C","HS-LS4-5","Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.","Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species.","",NA
"LS4.D-P1","NGSS","DCI","k,1,2","There are many different kinds of living things in any area, and they exist in different places on land and in water.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Biodiversity & Humans","LS4.D","2-LS4-1","Make observations of plants and animals to compare the diversity of life in different habitats.","Emphasis is on the diversity of living things in each of a variety of different habitats.","Assessment does not include specific animal and plant names in specific habitats.",NA
"LS4.D-E1","NGSS","DCI","3,4,5","Populations live in a variety of habitats, and change in those habitats affects the organisms living there.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Biodiversity & Humans","LS4.D","3-LS4-4","Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.","Examples of environmental changes could include changes in land characteristics, water distribution, temperature, food, and other organisms.","Assessment is limited to a single environmental change. Assessment does not include the greenhouse effect or climate change.",NA
"LS4.D-M1","NGSS","DCI","6,7,8","Changes in biodiversity can influence humans’ resources, such as food, energy, and medicines, as well as ecosystem services that humans rely on–for example, water purification and recycling.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Biodiversity & Humans","LS4.D","MS-LS2-5","Evaluate competing design solutions for maintaining biodiversity and ecosystem services.","Examples of ecosystem services could include water purification, nutrient recycling, and prevention of soil erosion. Examples of design solution constraints could include scientific, economic, and social considerations.","",NA
"LS4.D-H1","NGSS","DCI","9,10,11,12","Biodiversity is increased by the formation of new species (speciation) and decreased by the loss of species (extinction).","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Biodiversity & Humans","LS4.D","HS-LS2-7","Design, evaluate, and refine a solution for reducing the impacts of human activities on the environment and biodiversity.","Examples of human activities can include urbanization, building dams, and dissemination of invasive species.","",NA
"LS4.D-H2","NGSS","DCI","9,10,11,12","Humans depend on the living world for the resources and other benefits provided by biodiversity. But human activity is also having adverse impacts on biodiversity through overpopulation, overexploitation, habitat destruction, pollution, introduction of invasive species, and climate change. Thus, sustaining biodiversity so that ecosystem functioning and productivity are maintained is essential to supporting and enhancing life on Earth. Sustaining biodiversity also aids humanity by preserving landscapes of recreational or inspirational value.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Biodiversity & Humans","LS4.D","HS-LS4-6","Create or revise a simulation to test a solution to mitigate adverse impacts of human activity on biodiversity.","Emphasis is on designing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species.","",NA
"ESS1.A-P1","NGSS","DCI","k,1,2","Patterns of the motion of the Sun, Moon, and stars in the sky can be observed, described, and predicted.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","1-ESS1-1","Use observations of the sun, moon, and stars to describe patterns that can be predicted.","Examples of patterns could include that the sun and moon appear to rise in one part of the sky, move across the sky, and set; and stars other than our sun are visible at night but not during the day.","Assessment of star patterns is limited to stars being seen at night and not during the day.",NA
"ESS1.A-E1","NGSS","DCI","3,4,5","The Sun is a star that appears larger and brighter than other stars because it is closer. Stars range greatly in their distance from Earth.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","5-ESS1-1","Support an argument that differences in the apparent brightness of the sun compared to other stars is due to their relative distances from the Earth.","Assessment is limited to relative distances, not sizes, of stars. Assessment does not include other factors that affect apparent brightness (such as stellar masses, age, stage).","",NA
"ESS1.A-M1","NGSS","DCI","6,7,8","Patterns of the apparent motion of the Sun, the Moon, and stars in the sky can be observed, described, predicted, and explained with models.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","MS-ESS1-1","Develop and use a model of the Earth-sun-moon system to describe the cyclic patterns of lunar phases, eclipses of the sun and moon, and seasons.","Examples of models can be physical, graphical, or conceptual.","",NA
"ESS1.A-M2","NGSS","DCI","6,7,8","Earth and its solar system are part of the Milky Way galaxy, which is one of many galaxies in the universe.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","MS-ESS1-2","Develop and use a model to describe the role of gravity in the motions within galaxies and the solar system.","Emphasis for the model is on gravity as the force that holds together the solar system and Milky Way galaxy and controls orbital motions within them. Examples of models can be physical (such as the analogy of distance along a football field or computer visualizations of elliptical orbits) or conceptual (such as mathematical proportions relative to the size of familiar objects such as students' school or state).","Assessment does not include Kepler’s Laws of orbital motion or the apparent retrograde motion of the planets as viewed from Earth.",NA
"ESS1.A-H1","NGSS","DCI","9,10,11,12","The star called the Sun is changing and will burn out over a life span of approximately 10 billion years.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","HS-ESS1-1","Develop a model based on evidence to illustrate the life span of the sun and the role of nuclear fusion in the sun’s core to release energy in the form of radiation.","Emphasis is on the energy transfer mechanisms that allow energy from nuclear fusion in the sun’s core to reach Earth. Examples of evidence for the model include observations of the masses and lifetimes of other stars, as well as the ways that the sun’s radiation varies due to sudden solar flares (“space weather”), the 11-year sunspot cycle, and non-cyclic variations over centuries.","Assessment does not include details of the atomic and sub-atomic processes involved with the sun’s nuclear fusion.",NA
"ESS1.A-H2","NGSS","DCI","9,10,11,12","The study of stars’ light spectra and brightness is used to identify compositional elements of stars, their movements, and their distances from Earth.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","HS-ESS1-2","Construct an explanation of the Big Bang theory based on astronomical evidence of light spectra, motion of distant galaxies, and composition of matter in the universe.","Emphasis is on the astronomical evidence of the red shift of light from galaxies as an indication that the universe is currently expanding, the cosmic microwave background as the remnant radiation from the Big Bang, and the observed composition of ordinary matter of the universe, primarily found in stars and interstellar gases (from the spectra of electromagnetic radiation from stars), which matches that predicted by the Big Bang theory (3/4 hydrogen and 1/4 helium).","",NA
"ESS1.A-H3","NGSS","DCI","9,10,11,12","The big bang theory is supported by observations of distant galaxies receding from our own, of the measured composition of stars and nonstellar gases, and of the maps of spectra of the primordial radiation (cosmic microwave background) that still fills the universe.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","HS-ESS1-2","Construct an explanation of the Big Bang theory based on astronomical evidence of light spectra, motion of distant galaxies, and composition of matter in the universe.","Emphasis is on the astronomical evidence of the red shift of light from galaxies as an indication that the universe is currently expanding, the cosmic microwave background as the remnant radiation from the Big Bang, and the observed composition of ordinary matter of the universe, primarily found in stars and interstellar gases (from the spectra of electromagnetic radiation from stars), which matches that predicted by the Big Bang theory (3/4 hydrogen and 1/4 helium).","",NA
"ESS1.A-H4","NGSS","DCI","9,10,11,12","Other than the hydrogen and helium formed at the time of the big bang, nuclear fusion within stars produces all atomic nuclei lighter than and including iron, and the process releases electromagnetic energy. Heavier elements are produced when certain massive stars achieve a supernova stage and explode.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Universe & Its Stars","ESS1.A","HS-ESS1-2","Construct an explanation of the Big Bang theory based on astronomical evidence of light spectra, motion of distant galaxies, and composition of matter in the universe.","Emphasis is on the astronomical evidence of the red shift of light from galaxies as an indication that the universe is currently expanding, the cosmic microwave background as the remnant radiation from the Big Bang, and the observed composition of ordinary matter of the universe, primarily found in stars and interstellar gases (from the spectra of electromagnetic radiation from stars), which matches that predicted by the Big Bang theory (3/4 hydrogen and 1/4 helium).","",NA
"ESS1.B-P1","NGSS","DCI","k,1,2","Seasonal patterns of Sunrise and Sunset can be observed, described, and predicted.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","1-ESS1-2","Make observations at different times of year to relate the amount of daylight to the time of year.","Emphasis is on relative comparisons of the amount of daylight in the winter to the amount in the spring or fall.","Assessment is limited to relative amounts of daylight, not quantifying the hours or time of daylight.",NA
"ESS1.B-E1","NGSS","DCI","3,4,5","The orbits of Earth around the Sun and of the Moon around Earth, together with the rotation of Earth about an axis between its North and South poles, cause observable patterns. These include day and night; daily changes in the length and direction of shadows; and different positions of the Sun, Moon, and stars at different times of the day, month, and year.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","5-ESS1-2","Represent data in graphical displays to reveal patterns of daily changes in length and direction of shadows, day and night, and the seasonal appearance of some stars in the night sky.","Examples of patterns could include the position and motion of Earth with respect to the sun and selected stars that are visible only in particular months.","Assessment does not include causes of seasons.",NA
"ESS1.B-M1","NGSS","DCI","6,7,8","The solar system consists of the Sun and a collection of objects, including planets, their moons, and asteroids that are held in orbit around the Sun by its gravitational pull on them.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","MS-ESS1-2","Develop and use a model to describe the role of gravity in the motions within galaxies and the solar system.","Emphasis for the model is on gravity as the force that holds together the solar system and Milky Way galaxy and controls orbital motions within them. Examples of models can be physical (such as the analogy of distance along a football field or computer visualizations of elliptical orbits) or conceptual (such as mathematical proportions relative to the size of familiar objects such as students' school or state).","Assessment does not include Kepler’s Laws of orbital motion or the apparent retrograde motion of the planets as viewed from Earth.",NA
"ESS1.B-M2","NGSS","DCI","6,7,8","This model of the solar system can explain eclipses of the Sun and the Moon. Earth’s spin axis is fixed in direction over the short term but tilted relative to its orbit around the Sun. The seasons are a result of that tilt and are caused by the differential intensity of sunlight on different areas of Earth across the year.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","MS-ESS1-1","Develop and use a model of the Earth-sun-moon system to describe the cyclic patterns of lunar phases, eclipses of the sun and moon, and seasons.","Examples of models can be physical, graphical, or conceptual.","",NA
"ESS1.B-M3","NGSS","DCI","6,7,8","The solar system appears to have formed from a disk of dust and gas, drawn together by gravity.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","MS-ESS1-2","Develop and use a model to describe the role of gravity in the motions within galaxies and the solar system.","Emphasis for the model is on gravity as the force that holds together the solar system and Milky Way galaxy and controls orbital motions within them. Examples of models can be physical (such as the analogy of distance along a football field or computer visualizations of elliptical orbits) or conceptual (such as mathematical proportions relative to the size of familiar objects such as students' school or state).","Assessment does not include Kepler’s Laws of orbital motion or the apparent retrograde motion of the planets as viewed from Earth.",NA
"ESS1.B-H1","NGSS","DCI","9,10,11,12","Kepler’s laws describe common features of the motions of orbiting objects, including their elliptical paths around the Sun. Orbits may change due to the gravitational effects from, or collisions with, other objects in the solar system.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","HS-ESS1-4","Use mathematical or computational representations to predict the motion of orbiting objects in the solar system.","Emphasis is on Newtonian gravitational laws governing orbital motions, which apply to human-made satellites as well as planets and moons.","Mathematical representations for the gravitational attraction of bodies and Kepler’s Laws of orbital motions should not deal with more than two bodies, nor involve calculus.",NA
"ESS1.B-H2","NGSS","DCI","9,10,11,12","Cyclical changes in the shape of Earth’s orbit around the Sun, together with changes in the tilt of the planet’s axis of rotation, both occurring over hundreds of thousands of years, have altered the intensity and distribution of Sunlight falling on the Earth. These phenomena cause a cycle of ice ages and other gradual climate changes.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth & the Solar System","ESS1.B","HS-ESS2-4","Use a model to describe how variations in the flow of energy into and out of Earth’s systems result in changes in climate.","Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.","Assessment of the results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution.",NA
"ESS1.C-P1","NGSS","DCI","k,1,2","Some events happen very quickly; others occur very slowly, over a time period much longer than one can observe.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The History of Planet Earth","ESS1.C","2-ESS1-1","Use information from several sources to provide evidence that Earth events can occur quickly or slowly.","Examples of events and timescales could include volcanic explosions and earthquakes, which happen quickly and erosion of rocks, which occurs slowly.","Assessment does not include quantitative measurements of timescales.",NA
"ESS1.C-E1","NGSS","DCI","3,4,5","Local, regional, and global patterns of rock formations reveal changes over time due to Earth forces, such as earthquakes. The presence and location of certain fossil types indicate the order in which rock layers were formed.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The History of Planet Earth","ESS1.C","4-ESS1-1","Identify evidence from patterns in rock formations and fossils in rock layers for changes in a landscape over time to support an explanation for changes in a landscape over time.","Examples of evidence from patterns could include rock layers with marine shell fossils above rock layers with plant fossils and no shells, indicating a change from land to water over time; and, a canyon with different rock layers in the walls and a river in the bottom, indicating that over time a river cut through the rock.","Assessment does not include specific knowledge of the mechanism of rock formation or memorization of specific rock formations and layers. Assessment is limited to relative time.",NA
"ESS1.C-M1","NGSS","DCI","6,7,8","The geologic time scale interpreted from rock strata provides a way to organize Earth’s history. Analyses of rock strata and the fossil record provide only relative dates, not an absolute scale.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The History of Planet Earth","ESS1.C","MS-ESS1-4","Construct a scientific explanation based on evidence from rock strata for how the geologic time scale is used to organize Earth's 4.6-billion-year-old history.","Emphasis is on how analyses of rock formations and the fossils they contain are used to establish relative ages of major events in Earth’s history. Examples of Earth’s major events could range from being very recent (such as the last Ice Age or the earliest fossils of homo sapiens) to very old (such as the formation of Earth or the earliest evidence of life). Examples can include the formation of mountain chains and ocean basins, the evolution or extinction of particular living organisms, or significant volcanic eruptions.","Assessment does not include recalling the names of specific periods or epochs and events within them.",NA
"ESS1.C-M2","NGSS","DCI","6,7,8","Tectonic processes continually generate new ocean seafloor at ridges and destroy old seafloor at trenches.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The History of Planet Earth","ESS1.C","MS-ESS2-3","Analyze and interpret data on the distribution of fossils and rocks, continental shapes, and seafloor structures to provide evidence of the past plate motions.","Examples of data include similarities of rock and fossil types on different continents, the shapes of the continents (including continental shelves), and the locations of ocean structures (such as ridges, fracture zones, and trenches).","Paleomagnetic anomalies in oceanic and continental crust are not assessed.",NA
"ESS1.C-H1","NGSS","DCI","9,10,11,12","Continental rocks, which can be older than 4 billion years, are generally much older than the rocks of the ocean floor, which are less than 200 million years old.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The History of Planet Earth","ESS1.C","HS-ESS1-5","Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks.","Emphasis is on the ability of plate tectonics to explain the ages of crustal rocks. Examples include evidence of the ages oceanic crust increasing with distance from mid-ocean ridges (a result of plate spreading) and the ages of North American continental crust increasing with distance away from a central ancient core (a result of past plate interactions).","",NA
"ESS1.C-H2","NGSS","DCI","9,10,11,12","Although active geologic processes, such as plate tectonics and erosion, have destroyed or altered most of the very early rock record on Earth, other objects in the solar system, such as lunar rocks, asteroids, and meteorites, have changed little over billions of years. Studying these objects can provide information about Earth’s formation and early history.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The History of Planet Earth","ESS1.C","HS-ESS1-6","Apply scientific reasoning and evidence from ancient Earth materials, meteorites, and other planetary surfaces to construct an account of Earth’s formation and early history.","Emphasis is on using available evidence within the solar system to reconstruct the early history of Earth, which formed along with the rest of the solar system 4.6 billion years ago. Examples of evidence include the absolute ages of ancient materials (obtained by radiometric dating of meteorites, moon rocks, and Earth’s oldest minerals), the sizes and compositions of solar system objects, and the impact cratering record of planetary surfaces.","",NA
"ESS2.A-P1","NGSS","DCI","k,1,2","Wind and water can change the shape of the land.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","2-ESS2-1","Compare multiple solutions designed to slow or prevent wind or water from changing the shape of the land.","Examples of solutions could include different designs of dikes and windbreaks to hold back wind and water, and different designs for using shrubs, grass, and trees to hold back the land.","",NA
"ESS2.A-E1","NGSS","DCI","3,4,5","Earth’s major systems are the geosphere (solid and molten rock, soil, and sediments), the hydrosphere (water and ice), the atmosphere (air), and the biosphere (living things, including humans). These systems interact in multiple ways to affect Earth’s surface materials and processes. The ocean supports a variety of ecosystems and organisms, shapes landforms, and influences climate. Winds and clouds in the atmosphere interact with the landforms to determine patterns of weather.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","5-ESS2-1","Develop a model using an example to describe ways the geosphere, biosphere, hydrosphere, and/or atmosphere interact.","Examples could include the influence of the ocean on ecosystems, landform shape, and climate; the influence of the atmosphere on landforms and ecosystems through weather and climate; and the influence of mountain ranges on winds and clouds in the atmosphere. The geosphere, hydrosphere, atmosphere, and biosphere are each a system.","Assessment is limited to the interactions of two systems at a time.",NA
"ESS2.A-E2","NGSS","DCI","3,4,5","Rainfall helps to shape the land and affects the types of living things found in a region. Water, ice, wind, living organisms, and gravity break rocks, soils, and sediments into smaller particles and move them around.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","4-ESS2-1","Make observations and/or measurements to provide evidence of the effects of weathering or the rate of erosion by water, ice, wind, or vegetation.","Examples of variables to test could include angle of slope in the downhill movement of water, amount of vegetation, speed of wind, relative rate of deposition, cycles of freezing and thawing of water, cycles of heating and cooling, and volume of water flow.","Assessment is limited to a single form of weathering or erosion.",NA
"ESS2.A-M1","NGSS","DCI","6,7,8","All Earth processes are the result of energy flowing and matter cycling within and among the planet’s systems. This energy is derived from the Sun and Earth’s hot interior. The energy that flows and matter that cycles produce chemical and physical changes in Earth’s materials and living organisms.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","MS-ESS2-1","Develop a model to describe the cycling of Earth's materials and the flow of energy that drives this process.","Emphasis is on the processes of melting, crystallization, weathering, deformation, and sedimentation, which act together to form minerals and rocks through the cycling of Earth’s materials.","Assessment does not include the identification and naming of minerals.",NA
"ESS2.A-M2","NGSS","DCI","6,7,8","The planet’s systems interact over scales that range from microscopic to global in size, and they operate over fractions of a second to billions of years. These interactions have shaped Earth’s history and will determine its future.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","MS-ESS2-2","Construct an explanation based on evidence for how geoscience processes have changed Earth's surface at varying time and spatial scales.","Emphasis is on how processes change Earth’s surface at time and spatial scales that can be large (such as slow plate motions or the uplift of large mountain ranges) or small (such as rapid landslides or microscopic geochemical reactions), and how many geoscience processes (such as earthquakes, volcanoes, and meteor impacts) usually behave gradually but are punctuated by catastrophic events. Examples of geoscience processes include surface weathering and deposition by the movements of water, ice, and wind. Emphasis is on geoscience processes that shape local geographic features, where appropriate.","",NA
"ESS2.A-H1","NGSS","DCI","9,10,11,12","Earth’s systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","HS-ESS2-1","Develop a model to illustrate how Earth’s internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.","Emphasis is on how the appearance of land features (such as mountains, valleys, and plateaus) and sea-floor features (such as trenches, ridges, and seamounts) are a result of both constructive forces (such as volcanism, tectonic uplift, and orogeny) and destructive mechanisms (such as weathering, mass wasting, and coastal erosion).","Assessment does not include memorization of the details of the formation of specific geographic features of Earth’s surface.",NA
"ESS2.A-H2","NGSS","DCI","9,10,11,12","Evidence from deep probes and seismic waves, reconstructions of historical changes in Earth’s surface and its magnetic field, and an understanding of physical and chemical processes lead to a model of Earth with a hot but solid inner core, a liquid outer core, and a solid mantle and crust. Motions of the mantle and its plates occur primarily through thermal convection, which involves the cycling of matter due to the outward flow of energy from Earth’s interior and gravitational movement of denser materials toward the interior.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","HS-ESS2-3","Develop a model based on evidence of Earth’s interior to describe the cycling of matter by thermal convection.","Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth’s three-dimensional structure obtained from seismic waves, records of the rate of change of Earth’s magnetic field (as constraints on convection in the outer core), and identification of the composition of Earth’s layers from high-pressure laboratory experiments.","",NA
"ESS2.A-H3","NGSS","DCI","9,10,11,12","The geologic record shows that changes to global and regional climate can be caused by interactions among changes in the Sun’s energy output or Earth’s orbit, tectonic events, ocean circulation, volcanic activity, glaciers, vegetation, and human activities. These changes can occur on a variety of time scales from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Earth Materials & Systems","ESS2.A","HS-ESS2-4","Use a model to describe how variations in the flow of energy into and out of Earth’s systems result in changes in climate.","Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.","Assessment of the results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution.",NA
"ESS2.B-P1","NGSS","DCI","k,1,2","Maps show where things are located. One can map the shapes and kinds of land and water in any area.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Plate Tectonics & Large-Scale System Interactions","ESS2.B","2-ESS2-2","Develop a model to represent the shapes and kinds of land and bodies of water in an area.","Assessment does not include quantitative scaling in models.","",NA
"ESS2.B-E1","NGSS","DCI","3,4,5","The locations of mountain ranges, deep ocean trenches, ocean floor structures, earthquakes, and volcanoes occur in patterns. Most earthquakes and volcanoes occur in bands that are often along the boundaries between continents and oceans. Major mountain chains form inside continents or near their edges. Maps can help locate the different land and water features of Earth.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Plate Tectonics & Large-Scale System Interactions","ESS2.B","4-ESS2-2","Analyze and interpret data from maps to describe patterns of Earth’s features.","Maps can include topographic maps of Earth’s land and ocean floor, as well as maps of the locations of mountains, continental boundaries, volcanoes, and earthquakes.","",NA
"ESS2.B-M1","NGSS","DCI","6,7,8","Maps of ancient land and water patterns, based on investigations of rocks and fossils, make clear how Earth’s plates have moved great distances, collided, and spread apart.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Plate Tectonics & Large-Scale System Interactions","ESS2.B","MS-ESS2-3","Analyze and interpret data on the distribution of fossils and rocks, continental shapes, and seafloor structures to provide evidence of the past plate motions.","Examples of data include similarities of rock and fossil types on different continents, the shapes of the continents (including continental shelves), and the locations of ocean structures (such as ridges, fracture zones, and trenches).","Paleomagnetic anomalies in oceanic and continental crust are not assessed.",NA
"ESS2.B-H1","NGSS","DCI","9,10,11,12","The radioactive decay of unstable isotopes continually generates new energy within Earth’s crust and mantle, providing the primary source of the heat that drives mantle convection. Plate tectonics can be viewed as the surface expression of mantle convection.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Plate Tectonics & Large-Scale System Interactions","ESS2.B","HS-ESS2-3","Develop a model based on evidence of Earth’s interior to describe the cycling of matter by thermal convection.","Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth’s three-dimensional structure obtained from seismic waves, records of the rate of change of Earth’s magnetic field (as constraints on convection in the outer core), and identification of the composition of Earth’s layers from high-pressure laboratory experiments.","",NA
"ESS2.B-H2","NGSS","DCI","9,10,11,12","Plate tectonics is the unifying theory that explains the past and current movements of the rocks at Earth’s surface and provides a framework for understanding its geologic history.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Plate Tectonics & Large-Scale System Interactions","ESS2.B","HS-ESS1-5","Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks.","Emphasis is on the ability of plate tectonics to explain the ages of crustal rocks. Examples include evidence of the ages oceanic crust increasing with distance from mid-ocean ridges (a result of plate spreading) and the ages of North American continental crust increasing with distance away from a central ancient core (a result of past plate interactions).","",NA
"ESS2.B-H3","NGSS","DCI","9,10,11,12","Plate movements are responsible for most continental and ocean-floor features and for the distribution of most rocks and minerals within Earth’s crust.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"Plate Tectonics & Large-Scale System Interactions","ESS2.B","HS-ESS2-1","Develop a model to illustrate how Earth’s internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.","Emphasis is on how the appearance of land features (such as mountains, valleys, and plateaus) and sea-floor features (such as trenches, ridges, and seamounts) are a result of both constructive forces (such as volcanism, tectonic uplift, and orogeny) and destructive mechanisms (such as weathering, mass wasting, and coastal erosion).","Assessment does not include memorization of the details of the formation of specific geographic features of Earth’s surface.",NA
"ESS2.C-P1","NGSS","DCI","k,1,2","Water is found in the ocean, rivers, lakes, and ponds. Water exists as solid ice and in liquid form.","Disciplinary Core ideas",NA,NA,"Science",NA,NA,"The Roles of Water in Earth’s Surface Processes","ESS2.C","2-ESS2-3","Obtain information to identify where water is found on Earth and that it can be solid or liquid.","","",NA
