"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"05","Writing","W","W.5.10","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/W/5/10/","Writing","W"
"06","Writing","W","W.6.1","Write arguments to support claims with clear reasons and relevant evidence.","http://corestandards.org/ELA-Literacy/W/6/1/","Writing","W"
"06","Writing","W","W.6.1a","Introduce claim(s) and organize the reasons and evidence clearly.","http://corestandards.org/ELA-Literacy/W/6/1/a/","Writing","W"
"06","Writing","W","W.6.1b","Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text.","http://corestandards.org/ELA-Literacy/W/6/1/b/","Writing","W"
"06","Writing","W","W.6.1c","Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons.","http://corestandards.org/ELA-Literacy/W/6/1/c/","Writing","W"
"06","Writing","W","W.6.1d","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/W/6/1/d/","Writing","W"
"06","Writing","W","W.6.1e","Provide a concluding statement or section that follows from the argument presented.","http://corestandards.org/ELA-Literacy/W/6/1/e/","Writing","W"
"06","Writing","W","W.6.2","Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.","http://corestandards.org/ELA-Literacy/W/6/2/","Writing","W"
"06","Writing","W","W.6.2a","Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","http://corestandards.org/ELA-Literacy/W/6/2/a/","Writing","W"
"06","Writing","W","W.6.2b","Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.","http://corestandards.org/ELA-Literacy/W/6/2/b/","Writing","W"
"06","Writing","W","W.6.2c","Use appropriate transitions to clarify the relationships among ideas and concepts.","http://corestandards.org/ELA-Literacy/W/6/2/c/","Writing","W"
"06","Writing","W","W.6.2d","Use precise language and domain-specific vocabulary to inform about or explain the topic.","http://corestandards.org/ELA-Literacy/W/6/2/d/","Writing","W"
"06","Writing","W","W.6.2e","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/W/6/2/e/","Writing","W"
"06","Writing","W","W.6.2f","Provide a concluding statement or section that follows from the information or explanation presented.","http://corestandards.org/ELA-Literacy/W/6/2/f/","Writing","W"
"06","Writing","W","W.6.3","Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.","http://corestandards.org/ELA-Literacy/W/6/3/","Writing","W"
"06","Writing","W","W.6.3a","Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.","http://corestandards.org/ELA-Literacy/W/6/3/a/","Writing","W"
"06","Writing","W","W.6.3b","Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.","http://corestandards.org/ELA-Literacy/W/6/3/b/","Writing","W"
"06","Writing","W","W.6.3c","Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.","http://corestandards.org/ELA-Literacy/W/6/3/c/","Writing","W"
"06","Writing","W","W.6.3d","Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events.","http://corestandards.org/ELA-Literacy/W/6/3/d/","Writing","W"
"06","Writing","W","W.6.3e","Provide a conclusion that follows from the narrated experiences or events.","http://corestandards.org/ELA-Literacy/W/6/3/e/","Writing","W"
"06","Writing","W","W.6.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)","http://corestandards.org/ELA-Literacy/W/6/4/","Writing","W"
"06","Writing","W","W.6.5","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 6 [link to=""CCSS.ELA-Literacy.L.6""]here[/link].)","http://corestandards.org/ELA-Literacy/W/6/5/","Writing","W"
"06","Writing","W","W.6.6","Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting.","http://corestandards.org/ELA-Literacy/W/6/6/","Writing","W"
"06","Writing","W","W.6.7","Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate.","http://corestandards.org/ELA-Literacy/W/6/7/","Writing","W"
"06","Writing","W","W.6.8","Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.","http://corestandards.org/ELA-Literacy/W/6/8/","Writing","W"
"06","Writing","W","W.6.9","Draw evidence from literary or informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/W/6/9/","Writing","W"
"06","Writing","W","W.6.9a","Apply <i>grade 6 Reading standards</i> to literature (e.g., ""Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics"").","http://corestandards.org/ELA-Literacy/W/6/9/a/","Writing","W"
"06","Writing","W","W.6.9b","Apply <i>grade 6 Reading standards</i> to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not"").","http://corestandards.org/ELA-Literacy/W/6/9/b/","Writing","W"
"06","Writing","W","W.6.10","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/W/6/10/","Writing","W"
"07","Writing","W","W.7.1","Write arguments to support claims with clear reasons and relevant evidence.","http://corestandards.org/ELA-Literacy/W/7/1/","Writing","W"
"07","Writing","W","W.7.1a","Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically.","http://corestandards.org/ELA-Literacy/W/7/1/a/","Writing","W"
"07","Writing","W","W.7.1b","Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.","http://corestandards.org/ELA-Literacy/W/7/1/b/","Writing","W"
"07","Writing","W","W.7.1c","Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence.","http://corestandards.org/ELA-Literacy/W/7/1/c/","Writing","W"
"07","Writing","W","W.7.1d","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/W/7/1/d/","Writing","W"
"07","Writing","W","W.7.1e","Provide a concluding statement or section that follows from and supports the argument presented.","http://corestandards.org/ELA-Literacy/W/7/1/e/","Writing","W"
"07","Writing","W","W.7.2","Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.","http://corestandards.org/ELA-Literacy/W/7/2/","Writing","W"
"07","Writing","W","W.7.2a","Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","http://corestandards.org/ELA-Literacy/W/7/2/a/","Writing","W"
"07","Writing","W","W.7.2b","Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.","http://corestandards.org/ELA-Literacy/W/7/2/b/","Writing","W"
"07","Writing","W","W.7.2c","Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.","http://corestandards.org/ELA-Literacy/W/7/2/c/","Writing","W"
"07","Writing","W","W.7.2d","Use precise language and domain-specific vocabulary to inform about or explain the topic.","http://corestandards.org/ELA-Literacy/W/7/2/d/","Writing","W"
"07","Writing","W","W.7.2e","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/W/7/2/e/","Writing","W"
"07","Writing","W","W.7.2f","Provide a concluding statement or section that follows from and supports the information or explanation presented.","http://corestandards.org/ELA-Literacy/W/7/2/f/","Writing","W"
"07","Writing","W","W.7.3","Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.","http://corestandards.org/ELA-Literacy/W/7/3/","Writing","W"
"07","Writing","W","W.7.3a","Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.","http://corestandards.org/ELA-Literacy/W/7/3/a/","Writing","W"
"07","Writing","W","W.7.3b","Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.","http://corestandards.org/ELA-Literacy/W/7/3/b/","Writing","W"
"07","Writing","W","W.7.3c","Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.","http://corestandards.org/ELA-Literacy/W/7/3/c/","Writing","W"
"07","Writing","W","W.7.3d","Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.","http://corestandards.org/ELA-Literacy/W/7/3/d/","Writing","W"
"07","Writing","W","W.7.3e","Provide a conclusion that follows from and reflects on the narrated experiences or events.","http://corestandards.org/ELA-Literacy/W/7/3/e/","Writing","W"
"07","Writing","W","W.7.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)","http://corestandards.org/ELA-Literacy/W/7/4/","Writing","W"
"07","Writing","W","W.7.5","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 7 [link to=""CCSS.ELA-Literacy.L.7""]here[/link].)","http://corestandards.org/ELA-Literacy/W/7/5/","Writing","W"
"07","Writing","W","W.7.6","Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources.","http://corestandards.org/ELA-Literacy/W/7/6/","Writing","W"
"07","Writing","W","W.7.7","Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation.","http://corestandards.org/ELA-Literacy/W/7/7/","Writing","W"
"07","Writing","W","W.7.8","Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.","http://corestandards.org/ELA-Literacy/W/7/8/","Writing","W"
"07","Writing","W","W.7.9","Draw evidence from literary or informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/W/7/9/","Writing","W"
"07","Writing","W","W.7.9a","Apply <i>grade 7 Reading standards</i> to literature (e.g., ""Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history"").","http://corestandards.org/ELA-Literacy/W/7/9/a/","Writing","W"
"07","Writing","W","W.7.9b","Apply <i>grade 7 Reading standards</i> to literary nonfiction (e.g. ""Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims"").","http://corestandards.org/ELA-Literacy/W/7/9/b/","Writing","W"
"07","Writing","W","W.7.10","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/W/7/10/","Writing","W"
"08","Writing","W","W.8.1","Write arguments to support claims with clear reasons and relevant evidence","http://corestandards.org/ELA-Literacy/W/8/1/","Writing","W"
"08","Writing","W","W.8.1a","Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.","http://corestandards.org/ELA-Literacy/W/8/1/a/","Writing","W"
"08","Writing","W","W.8.1b","Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.","http://corestandards.org/ELA-Literacy/W/8/1/b/","Writing","W"
"08","Writing","W","W.8.1c","Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.","http://corestandards.org/ELA-Literacy/W/8/1/c/","Writing","W"
"08","Writing","W","W.8.1d","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/W/8/1/d/","Writing","W"
"08","Writing","W","W.8.1e","Provide a concluding statement or section that follows from and supports the argument presented.","http://corestandards.org/ELA-Literacy/W/8/1/e/","Writing","W"
"08","Writing","W","W.8.2","Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.","http://corestandards.org/ELA-Literacy/W/8/2/","Writing","W"
"08","Writing","W","W.8.2a","Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","http://corestandards.org/ELA-Literacy/W/8/2/a/","Writing","W"
"08","Writing","W","W.8.2b","Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.","http://corestandards.org/ELA-Literacy/W/8/2/b/","Writing","W"
"08","Writing","W","W.8.2c","Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.","http://corestandards.org/ELA-Literacy/W/8/2/c/","Writing","W"
"08","Writing","W","W.8.2d","Use precise language and domain-specific vocabulary to inform about or explain the topic.","http://corestandards.org/ELA-Literacy/W/8/2/d/","Writing","W"
"08","Writing","W","W.8.2e","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/W/8/2/e/","Writing","W"
"08","Writing","W","W.8.2f","Provide a concluding statement or section that follows from and supports the information or explanation presented.","http://corestandards.org/ELA-Literacy/W/8/2/f/","Writing","W"
"08","Writing","W","W.8.3","Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.","http://corestandards.org/ELA-Literacy/W/8/3/","Writing","W"
"08","Writing","W","W.8.3a","Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.","http://corestandards.org/ELA-Literacy/W/8/3/a/","Writing","W"
"08","Writing","W","W.8.3b","Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.","http://corestandards.org/ELA-Literacy/W/8/3/b/","Writing","W"
"08","Writing","W","W.8.3c","Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.","http://corestandards.org/ELA-Literacy/W/8/3/c/","Writing","W"
"08","Writing","W","W.8.3d","Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.","http://corestandards.org/ELA-Literacy/W/8/3/d/","Writing","W"
"08","Writing","W","W.8.3e","Provide a conclusion that follows from and reflects on the narrated experiences or events.","http://corestandards.org/ELA-Literacy/W/8/3/e/","Writing","W"
"08","Writing","W","W.8.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)","http://corestandards.org/ELA-Literacy/W/8/4/","Writing","W"
"08","Writing","W","W.8.5","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 8 [link to=""CCSS.ELA-Literacy.L.8""]here[/link].)","http://corestandards.org/ELA-Literacy/W/8/5/","Writing","W"
"08","Writing","W","W.8.6","Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.","http://corestandards.org/ELA-Literacy/W/8/6/","Writing","W"
"08","Writing","W","W.8.7","Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.","http://corestandards.org/ELA-Literacy/W/8/7/","Writing","W"
"08","Writing","W","W.8.8","Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.","http://corestandards.org/ELA-Literacy/W/8/8/","Writing","W"
"08","Writing","W","W.8.9","Draw evidence from literary or informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/W/8/9/","Writing","W"
"08","Writing","W","W.8.9a","Apply <i>grade 8 Reading standards</i> to literature (e.g., ""Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new"").","http://corestandards.org/ELA-Literacy/W/8/9/a/","Writing","W"
"08","Writing","W","W.8.9b","Apply <i>grade 8 Reading standards</i> to literary nonfiction (e.g., ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced"").","http://corestandards.org/ELA-Literacy/W/8/9/b/","Writing","W"
"08","Writing","W","W.8.10","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/W/8/10/","Writing","W"
"9,10","Writing","W","W.9-10.1","Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.","http://corestandards.org/ELA-Literacy/W/9-10/1/","Writing","W"
"9,10","Writing","W","W.9-10.1a","Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.","http://corestandards.org/ELA-Literacy/W/9-10/1/a/","Writing","W"
"9,10","Writing","W","W.9-10.1b","Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level and concerns.","http://corestandards.org/ELA-Literacy/W/9-10/1/b/","Writing","W"
"9,10","Writing","W","W.9-10.1c","Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.","http://corestandards.org/ELA-Literacy/W/9-10/1/c/","Writing","W"
"9,10","Writing","W","W.9-10.1d","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","http://corestandards.org/ELA-Literacy/W/9-10/1/d/","Writing","W"
"9,10","Writing","W","W.9-10.1e","Provide a concluding statement or section that follows from and supports the argument presented.","http://corestandards.org/ELA-Literacy/W/9-10/1/e/","Writing","W"
"9,10","Writing","W","W.9-10.2","Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.","http://corestandards.org/ELA-Literacy/W/9-10/2/","Writing","W"
"9,10","Writing","W","W.9-10.2a","Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.","http://corestandards.org/ELA-Literacy/W/9-10/2/a/","Writing","W"
"9,10","Writing","W","W.9-10.2b","Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.","http://corestandards.org/ELA-Literacy/W/9-10/2/b/","Writing","W"
"9,10","Writing","W","W.9-10.2c","Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.","http://corestandards.org/ELA-Literacy/W/9-10/2/c/","Writing","W"
"9,10","Writing","W","W.9-10.2d","Use precise language and domain-specific vocabulary to manage the complexity of the topic.","http://corestandards.org/ELA-Literacy/W/9-10/2/d/","Writing","W"
"9,10","Writing","W","W.9-10.2e","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","http://corestandards.org/ELA-Literacy/W/9-10/2/e/","Writing","W"
"9,10","Writing","W","W.9-10.2f","Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).","http://corestandards.org/ELA-Literacy/W/9-10/2/f/","Writing","W"
"9,10","Writing","W","W.9-10.3","Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.","http://corestandards.org/ELA-Literacy/W/9-10/3/","Writing","W"
"9,10","Writing","W","W.9-10.3a","Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.","http://corestandards.org/ELA-Literacy/W/9-10/3/a/","Writing","W"
"9,10","Writing","W","W.9-10.3b","Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.","http://corestandards.org/ELA-Literacy/W/9-10/3/b/","Writing","W"
"9,10","Writing","W","W.9-10.3c","Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.","http://corestandards.org/ELA-Literacy/W/9-10/3/c/","Writing","W"
"9,10","Writing","W","W.9-10.3d","Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.","http://corestandards.org/ELA-Literacy/W/9-10/3/d/","Writing","W"
"9,10","Writing","W","W.9-10.3e","Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.","http://corestandards.org/ELA-Literacy/W/9-10/3/e/","Writing","W"
"9,10","Writing","W","W.9-10.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)","http://corestandards.org/ELA-Literacy/W/9-10/4/","Writing","W"
"9,10","Writing","W","W.9-10.5","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 9-10 [link to=""CCSS.ELA-Literacy.L.9-10""]here[/link].)","http://corestandards.org/ELA-Literacy/W/9-10/5/","Writing","W"
"9,10","Writing","W","W.9-10.6","Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology's capacity to link to other information and to display information flexibly and dynamically.","http://corestandards.org/ELA-Literacy/W/9-10/6/","Writing","W"
"9,10","Writing","W","W.9-10.7","Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.","http://corestandards.org/ELA-Literacy/W/9-10/7/","Writing","W"
"9,10","Writing","W","W.9-10.8","Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation.","http://corestandards.org/ELA-Literacy/W/9-10/8/","Writing","W"
"9,10","Writing","W","W.9-10.9","Draw evidence from literary or informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/W/9-10/9/","Writing","W"
"9,10","Writing","W","W.9-10.9a","Apply <i>grades 9-10 Reading standards</i> to literature (e.g., ""Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]"").","http://corestandards.org/ELA-Literacy/W/9-10/9/a/","Writing","W"
"9,10","Writing","W","W.9-10.9b","Apply <i>grades 9-10 Reading standards</i> to literary nonfiction (e.g., ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning"").","http://corestandards.org/ELA-Literacy/W/9-10/9/b/","Writing","W"
"9,10","Writing","W","W.9-10.10","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/W/9-10/10/","Writing","W"
"11,12","Writing","W","W.11-12.1","Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.","http://corestandards.org/ELA-Literacy/W/11-12/1/","Writing","W"
"11,12","Writing","W","W.11-12.1a","Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence.","http://corestandards.org/ELA-Literacy/W/11-12/1/a/","Writing","W"
"11,12","Writing","W","W.11-12.1b","Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level, concerns, values, and possible biases.","http://corestandards.org/ELA-Literacy/W/11-12/1/b/","Writing","W"
"11,12","Writing","W","W.11-12.1c","Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.","http://corestandards.org/ELA-Literacy/W/11-12/1/c/","Writing","W"
"11,12","Writing","W","W.11-12.1d","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","http://corestandards.org/ELA-Literacy/W/11-12/1/d/","Writing","W"
"11,12","Writing","W","W.11-12.1e","Provide a concluding statement or section that follows from and supports the argument presented.","http://corestandards.org/ELA-Literacy/W/11-12/1/e/","Writing","W"
"11,12","Writing","W","W.11-12.2","Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.","http://corestandards.org/ELA-Literacy/W/11-12/2/","Writing","W"
"11,12","Writing","W","W.11-12.2a","Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.","http://corestandards.org/ELA-Literacy/W/11-12/2/a/","Writing","W"
"11,12","Writing","W","W.11-12.2b","Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.","http://corestandards.org/ELA-Literacy/W/11-12/2/b/","Writing","W"
"11,12","Writing","W","W.11-12.2c","Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.","http://corestandards.org/ELA-Literacy/W/11-12/2/c/","Writing","W"
"11,12","Writing","W","W.11-12.2d","Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic.","http://corestandards.org/ELA-Literacy/W/11-12/2/d/","Writing","W"
"11,12","Writing","W","W.11-12.2e","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","http://corestandards.org/ELA-Literacy/W/11-12/2/e/","Writing","W"
"11,12","Writing","W","W.11-12.2f","Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).","http://corestandards.org/ELA-Literacy/W/11-12/2/f/","Writing","W"
"11,12","Writing","W","W.11-12.3","Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.","http://corestandards.org/ELA-Literacy/W/11-12/3/","Writing","W"
"11,12","Writing","W","W.11-12.3a","Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.","http://corestandards.org/ELA-Literacy/W/11-12/3/a/","Writing","W"
"11,12","Writing","W","W.11-12.3b","Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.","http://corestandards.org/ELA-Literacy/W/11-12/3/b/","Writing","W"
"11,12","Writing","W","W.11-12.3c","Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).","http://corestandards.org/ELA-Literacy/W/11-12/3/c/","Writing","W"
"11,12","Writing","W","W.11-12.3d","Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.","http://corestandards.org/ELA-Literacy/W/11-12/3/d/","Writing","W"
"11,12","Writing","W","W.11-12.3e","Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.","http://corestandards.org/ELA-Literacy/W/11-12/3/e/","Writing","W"
"11,12","Writing","W","W.11-12.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)","http://corestandards.org/ELA-Literacy/W/11-12/4/","Writing","W"
"11,12","Writing","W","W.11-12.5","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 [link to=""CCSS.ELA-Literacy.L.11-12""]here[/link].)","http://corestandards.org/ELA-Literacy/W/11-12/5/","Writing","W"
