grade,dimension,dim,subcategory,subcat,code,statement,PEcode,performanceExpectation,clarifyingStatement,assessmentBoundary
"9,10,11,12",Disciplinary Core ideas,DCI,Earth Materials & Systems,ESS2.A,ESS2.A-H1,"Earth’s systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes.",HS-ESS2-1,Develop a model to illustrate how Earth’s internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.,"Emphasis is on how the appearance of land features (such as mountains, valleys, and plateaus) and sea-floor features (such as trenches, ridges, and seamounts) are a result of both constructive forces (such as volcanism, tectonic uplift, and orogeny) and destructive mechanisms (such as weathering, mass wasting, and coastal erosion).",Assessment does not include memorization of the details of the formation of specific geographic features of Earth’s surface.
"9,10,11,12",Disciplinary Core ideas,DCI,Earth Materials & Systems,ESS2.A,ESS2.A-H2,"Evidence from deep probes and seismic waves, reconstructions of historical changes in Earth’s surface and its magnetic field, and an understanding of physical and chemical processes lead to a model of Earth with a hot but solid inner core, a liquid outer core, and a solid mantle and crust. Motions of the mantle and its plates occur primarily through thermal convection, which involves the cycling of matter due to the outward flow of energy from Earth’s interior and gravitational movement of denser materials toward the interior.",HS-ESS2-3,Develop a model based on evidence of Earth’s interior to describe the cycling of matter by thermal convection.,"Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth’s three-dimensional structure obtained from seismic waves, records of the rate of change of Earth’s magnetic field (as constraints on convection in the outer core), and identification of the composition of Earth’s layers from high-pressure laboratory experiments.",
"9,10,11,12",Disciplinary Core ideas,DCI,Earth Materials & Systems,ESS2.A,ESS2.A-H3,"The geologic record shows that changes to global and regional climate can be caused by interactions among changes in the Sun’s energy output or Earth’s orbit, tectonic events, ocean circulation, volcanic activity, glaciers, vegetation, and human activities. These changes can occur on a variety of time scales from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",HS-ESS2-4,Use a model to describe how variations in the flow of energy into and out of Earth’s systems result in changes in climate.,"Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.","Assessment of the results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution."
"k,1,2",Disciplinary Core ideas,DCI,Plate Tectonics & Large-Scale System Interactions,ESS2.B,ESS2.B-P1,Maps show where things are located. One can map the shapes and kinds of land and water in any area.,2-ESS2-2,Develop a model to represent the shapes and kinds of land and bodies of water in an area.,Assessment does not include quantitative scaling in models.,
"3,4,5",Disciplinary Core ideas,DCI,Plate Tectonics & Large-Scale System Interactions,ESS2.B,ESS2.B-E1,"The locations of mountain ranges, deep ocean trenches, ocean floor structures, earthquakes, and volcanoes occur in patterns. Most earthquakes and volcanoes occur in bands that are often along the boundaries between continents and oceans. Major mountain chains form inside continents or near their edges. Maps can help locate the different land and water features of Earth.",4-ESS2-2,Analyze and interpret data from maps to describe patterns of Earth’s features.,"Maps can include topographic maps of Earth’s land and ocean floor, as well as maps of the locations of mountains, continental boundaries, volcanoes, and earthquakes.",
"6,7,8",Disciplinary Core ideas,DCI,Plate Tectonics & Large-Scale System Interactions,ESS2.B,ESS2.B-M1,"Maps of ancient land and water patterns, based on investigations of rocks and fossils, make clear how Earth’s plates have moved great distances, collided, and spread apart.",MS-ESS2-3,"Analyze and interpret data on the distribution of fossils and rocks, continental shapes, and seafloor structures to provide evidence of the past plate motions.","Examples of data include similarities of rock and fossil types on different continents, the shapes of the continents (including continental shelves), and the locations of ocean structures (such as ridges, fracture zones, and trenches).",Paleomagnetic anomalies in oceanic and continental crust are not assessed.
"9,10,11,12",Disciplinary Core ideas,DCI,Plate Tectonics & Large-Scale System Interactions,ESS2.B,ESS2.B-H1,"The radioactive decay of unstable isotopes continually generates new energy within Earth’s crust and mantle, providing the primary source of the heat that drives mantle convection. Plate tectonics can be viewed as the surface expression of mantle convection.",HS-ESS2-3,Develop a model based on evidence of Earth’s interior to describe the cycling of matter by thermal convection.,"Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth’s three-dimensional structure obtained from seismic waves, records of the rate of change of Earth’s magnetic field (as constraints on convection in the outer core), and identification of the composition of Earth’s layers from high-pressure laboratory experiments.",
"9,10,11,12",Disciplinary Core ideas,DCI,Plate Tectonics & Large-Scale System Interactions,ESS2.B,ESS2.B-H2,Plate tectonics is the unifying theory that explains the past and current movements of the rocks at Earth’s surface and provides a framework for understanding its geologic history.,HS-ESS1-5,Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks.,Emphasis is on the ability of plate tectonics to explain the ages of crustal rocks. Examples include evidence of the ages oceanic crust increasing with distance from mid-ocean ridges (a result of plate spreading) and the ages of North American continental crust increasing with distance away from a central ancient core (a result of past plate interactions).,
"9,10,11,12",Disciplinary Core ideas,DCI,Plate Tectonics & Large-Scale System Interactions,ESS2.B,ESS2.B-H3,Plate movements are responsible for most continental and ocean-floor features and for the distribution of most rocks and minerals within Earth’s crust.,HS-ESS2-1,Develop a model to illustrate how Earth’s internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.,"Emphasis is on how the appearance of land features (such as mountains, valleys, and plateaus) and sea-floor features (such as trenches, ridges, and seamounts) are a result of both constructive forces (such as volcanism, tectonic uplift, and orogeny) and destructive mechanisms (such as weathering, mass wasting, and coastal erosion).",Assessment does not include memorization of the details of the formation of specific geographic features of Earth’s surface.
"k,1,2",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-P1,"Water is found in the ocean, rivers, lakes, and ponds. Water exists as solid ice and in liquid form.",2-ESS2-3,Obtain information to identify where water is found on Earth and that it can be solid or liquid.,,
"3,4,5",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-E1,"Nearly all of Earth’s available water is in the ocean. Most fresh water is in glaciers or underground; only a tiny fraction is in streams, lakes, wetlands, and the atmosphere.",5-ESS2-2,Describe and graph the amounts and percentages of water and fresh water in various reservoirs to provide evidence about the distribution of water on Earth.,"Assessment is limited to oceans, lakes, rivers, glaciers, ground water, and polar ice caps, and does not include the atmosphere.",
"6,7,8",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-M1,"Water continually cycles among land, ocean, and atmosphere via transpiration, evaporation, condensation and crystallization, and precipitation, as well as downhill flows on land.",MS-ESS2-4,Develop a model to describe the cycling of water through Earth's systems driven by energy from the sun and the force of gravity.,Emphasis is on the ways water changes its state as it moves through the multiple pathways of the hydrologic cycle. Examples of models can be conceptual or physical.,A quantitative understanding of the latent heats of vaporization and fusion is not assessed.
"6,7,8",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-M2,"The complex patterns of the changes and the movement of water in the atmosphere, determined by winds, landforms, and ocean temperatures and currents, are major determinants of local weather patterns.",MS-ESS2-5,Collect data to provide evidence for how the motions and complex interactions of air masses results in changes in weather conditions.,"Emphasis is on how air masses flow from regions of high pressure to low pressure, causing weather (defined by temperature, pressure, humidity, precipitation, and wind) at a fixed location to change over time, and how sudden changes in weather can result when different air masses collide. Emphasis is on how weather can be predicted within probabilistic ranges. Examples of data can be provided to students (such as weather maps, diagrams, and visualizations) or obtained through laboratory experiments (such as with condensation).",Assessment does not include recalling the names of cloud types or weather symbols used on weather maps or the reported diagrams from weather stations.
"6,7,8",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-M3,Global movements of water and its changes in form are propelled by sunlight and gravity.,MS-ESS2-4,Develop a model to describe the cycling of water through Earth's systems driven by energy from the sun and the force of gravity.,Emphasis is on the ways water changes its state as it moves through the multiple pathways of the hydrologic cycle. Examples of models can be conceptual or physical.,A quantitative understanding of the latent heats of vaporization and fusion is not assessed.
"6,7,8",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-M4,Variations in density due to variations in temperature and salinity drive a global pattern of interconnected ocean currents.,MS-ESS2-6,Develop and use a model to describe how unequal heating and rotation of the Earth cause patterns of atmospheric and oceanic circulation that determine regional climates.,"Emphasis is on how patterns vary by latitude, altitude, and geographic land distribution. Emphasis of atmospheric circulation is on the sunlight-driven latitudinal banding, the Coriolis effect, and resulting prevailing winds; emphasis of ocean circulation is on the transfer of heat by the global ocean convection cycle, which is constrained by the Coriolis effect and the outlines of continents. Examples of models can be diagrams, maps and globes, or digital representations",Assessment does not include the dynamics of the Coriolis effect.
"6,7,8",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-M5,"Water’s movements–both on the land and underground–cause weathering and erosion, which change the land’s surface features and create underground formations.",MS-ESS2-2,Construct an explanation based on evidence for how geoscience processes have changed Earth's surface at varying time and spatial scales.,"Emphasis is on how processes change Earth’s surface at time and spatial scales that can be large (such as slow plate motions or the uplift of large mountain ranges) or small (such as rapid landslides or microscopic geochemical reactions), and how many geoscience processes (such as earthquakes, volcanoes, and meteor impacts) usually behave gradually but are punctuated by catastrophic events. Examples of geoscience processes include surface weathering and deposition by the movements of water, ice, and wind. Emphasis is on geoscience processes that shape local geographic features, where appropriate.",
"9,10,11,12",Disciplinary Core ideas,DCI,The Roles of Water in Earth’s Surface Processes,ESS2.C,ESS2.C-H1,"The abundance of liquid water on Earth’s surface and its unique combination of physical and chemical properties are central to the planet’s dynamics. These properties include water’s exceptional capacity to absorb, store, and release large amounts of energy, transmit Sunlight, expand upon freezing, dissolve and transport materials, and lower the viscosities and melting points of rocks.",HS-ESS2-5,Plan and conduct an investigation of the properties of water and its effects on Earth materials and surface processes.,"Emphasis is on mechanical and chemical investigations with water and a variety of solid materials to provide the evidence for connections between the hydrologic cycle and system interactions commonly known as the rock cycle. Examples of mechanical investigations include stream transportation and deposition using a stream table, erosion using variations in soil moisture content, or frost wedging by the expansion of water as it freezes. Examples of chemical investigations include chemical weathering and recrystallization (by testing the solubility of different materials) or melt generation (by examining how water lowers the melting temperature of most solids).",
"k,1,2",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-P1,"Weather is the combination of Sunlight, wind, snow or rain, and temperature in a particular region at a particular time. People measure these conditions to describe and record the weather and to notice patterns over time.",K-ESS2-1,Use and share observations of local weather conditions to describe patterns over time.,"Examples of qualitative observations could include descriptions of the weather (such as sunny, cloudy, rainy, and warm); examples of quantitative observations could include numbers of sunny, windy, and rainy days in a month. Examples of patterns could include that it is usually cooler in the morning than in the afternoon and the number of sunny days versus cloudy days in different months.",Assessment of quantitative observations limited to whole numbers and relative measures such as warmer/cooler.
"3,4,5",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-E1,Scientists record patterns of the weather across different times and areas so that they can make predictions about what kind of weather might happen next.,3-ESS2-1,Represent data in tables and graphical displays to describe typical weather conditions expected during a particular season.,"Examples of data could include average temperature, precipitation, and wind direction.",Assessment of graphical displays is limited to pictographs and bar graphs. Assessment does not include climate change.
"3,4,5",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-E2,Climate describes a range of an area’s typical weather conditions and the extent to which those conditions vary over years.,3-ESS2-2,Obtain and combine information to describe climates in different regions of the world.,,
"6,7,8",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-M1,"Weather and climate are influenced by interactions involving Sunlight, the ocean, the atmosphere, ice, landforms, and living things. These interactions vary with latitude, altitude, and local and regional geography, all of which can affect oceanic and atmospheric flow patterns.",MS-ESS2-6,Develop and use a model to describe how unequal heating and rotation of the Earth cause patterns of atmospheric and oceanic circulation that determine regional climates.,"Emphasis is on how patterns vary by latitude, altitude, and geographic land distribution. Emphasis of atmospheric circulation is on the sunlight-driven latitudinal banding, the Coriolis effect, and resulting prevailing winds; emphasis of ocean circulation is on the transfer of heat by the global ocean convection cycle, which is constrained by the Coriolis effect and the outlines of continents. Examples of models can be diagrams, maps and globes, or digital representations",Assessment does not include the dynamics of the Coriolis effect.
"6,7,8",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-M2,"Because these patterns are so complex, weather can only be predicted probabilistically.",MS-ESS2-5,Collect data to provide evidence for how the motions and complex interactions of air masses results in changes in weather conditions.,"Emphasis is on how air masses flow from regions of high pressure to low pressure, causing weather (defined by temperature, pressure, humidity, precipitation, and wind) at a fixed location to change over time, and how sudden changes in weather can result when different air masses collide. Emphasis is on how weather can be predicted within probabilistic ranges. Examples of data can be provided to students (such as weather maps, diagrams, and visualizations) or obtained through laboratory experiments (such as with condensation).",Assessment does not include recalling the names of cloud types or weather symbols used on weather maps or the reported diagrams from weather stations.
"6,7,8",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-M3,"The ocean exerts a major influence on weather and climate by absorbing energy from the Sun, releasing it over time, and globally redistributing it through ocean currents.",MS-ESS2-6,Develop and use a model to describe how unequal heating and rotation of the Earth cause patterns of atmospheric and oceanic circulation that determine regional climates.,"Emphasis is on how patterns vary by latitude, altitude, and geographic land distribution. Emphasis of atmospheric circulation is on the sunlight-driven latitudinal banding, the Coriolis effect, and resulting prevailing winds; emphasis of ocean circulation is on the transfer of heat by the global ocean convection cycle, which is constrained by the Coriolis effect and the outlines of continents. Examples of models can be diagrams, maps and globes, or digital representations",Assessment does not include the dynamics of the Coriolis effect.
"9,10,11,12",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-H1,"The foundation for Earth’s global climate systems is the electromagnetic radiation from the Sun, as well as its reflection, absorption, storage, and redistribution among the atmosphere, ocean, and land systems, and this energy’s re-radiation into space.",HS-ESS2-4,Use a model to describe how variations in the flow of energy into and out of Earth’s systems result in changes in climate.,"Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.","Assessment of the results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution."
"9,10,11,12",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-H2,Gradual atmospheric changes were due to plants and other organisms that captured carbon dioxide and released oxygen.,HS-ESS2-6,"Develop a quantitative model to describe the cycling of carbon among the hydrosphere, atmosphere, geosphere, and biosphere.","Emphasis is on modeling biogeochemical cycles that include the cycling of carbon through the ocean, atmosphere, soil, and biosphere (including humans), providing the foundation for living organisms.",
"9,10,11,12",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-H3,Changes in the atmosphere due to human activity have increased carbon dioxide concentrations and thus affect climate.,HS-ESS2-6,"Develop a quantitative model to describe the cycling of carbon among the hydrosphere, atmosphere, geosphere, and biosphere.","Emphasis is on modeling biogeochemical cycles that include the cycling of carbon through the ocean, atmosphere, soil, and biosphere (including humans), providing the foundation for living organisms.",
"9,10,11,12",Disciplinary Core ideas,DCI,Weather & Climate,ESS2.D,ESS2.D-H4,"Current models predict that, although future regional climate changes will be complex and varied, average global temperatures will continue to rise. The outcomes predicted by global climate models strongly depend on the amounts of human-generated greenhouse gases added to the atmosphere each year and by the ways in which these gases are absorbed by the ocean and biosphere.",HS-ESS3-6,Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.,"Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations.",Assessment does not include running computational representations but is limited to using the published results of scientific computational models.
"k,1,2",Disciplinary Core ideas,DCI,Biogeology,ESS2.E,ESS2.E-P1,Plants and animals can change their environment.,K-ESS2-2,Construct an argument supported by evidence for how plants and animals (including humans) can change the environment to meet their needs.,Examples of plants and animals changing their environment could include a squirrel digs in the ground to hide its food and tree roots can break concrete.,
"3,4,5",Disciplinary Core ideas,DCI,Biogeology,ESS2.E,ESS2.E-E1,Living things affect the physical characteristics of their regions.,4-ESS2-1,"Make observations and/or measurements to provide evidence of the effects of weathering or the rate of erosion by water, ice, wind, or vegetation.","Examples of variables to test could include angle of slope in the downhill movement of water, amount of vegetation, speed of wind, relative rate of deposition, cycles of freezing and thawing of water, cycles of heating and cooling, and volume of water flow.",Assessment is limited to a single form of weathering or erosion.
"9,10,11,12",Disciplinary Core ideas,DCI,Biogeology,ESS2.E,ESS2.E-H1,The many dynamic and delicate feedbacks between the biosphere and other Earth systems cause a continual co-evolution of Earth’s surface and the life that exists on it.,HS-ESS2-7,Construct an argument based on evidence about the simultaneous coevolution of Earth’s systems and life on Earth.,"Emphasis is on the dynamic causes, effects, and feedbacks between the biosphere and Earth’s other systems, whereby geoscience factors control the evolution of life, which in turn continuously alters Earth’s surface. Examples include how photosynthetic life altered the atmosphere through the production of oxygen, which in turn increased weathering rates and allowed for the evolution of animal life; how microbial life on land increased the formation of soil, which in turn allowed for the evolution of land plants; or how the evolution of corals created reefs that altered patterns of erosion and deposition along coastlines and provided habitats for the evolution of new life forms.",Assessment does not include a comprehensive understanding of the mechanisms of how the biosphere interacts with all of Earth’s other systems.
"k,1,2",Disciplinary Core ideas,DCI,Natural Resources,ESS3.A,ESS3.A-P1,"Living things need water, air, and resources from the land, and they live in places that have the things they need. Humans use natural resources for everything they do.",K-ESS3-1,Use a model to represent the relationship between the needs of different plants and animals (including humans) and the places they live.,"Examples of relationships could include that deer eat buds and leaves, therefore, they usually live in forested areas; and, grasses need sunlight so they often grow in meadows. Plants, animals, and their surroundings make up a system.",
"3,4,5",Disciplinary Core ideas,DCI,Natural Resources,ESS3.A,ESS3.A-E1,"Energy and fuels that humans use are derived from natural sources, and their use affects the environment in multiple ways. Some resources are renewable over time, and others are not.",4-ESS3-1,Obtain and combine information to describe that energy and fuels are derived from natural resources and their uses affect the environment.,"Examples of renewable energy resources could include wind energy, water behind dams, and sunlight; non-renewable energy resources are fossil fuels and fissile materials. Examples of environmental effects could include loss of habitat due to dams, loss of habitat due to surface mining, and air pollution from burning of fossil fuels.",
"6,7,8",Disciplinary Core ideas,DCI,Natural Resources,ESS3.A,ESS3.A-M1,"Humans depend on Earth’s land, ocean, atmosphere, and biosphere for many different resources. Minerals, fresh water, and biosphere resources are limited, and many are not renewable or replaceable over human lifetimes. These resources are distributed unevenly around the planet as a result of past geologic processes.",MS-ESS3-1,"Construct a scientific explanation based on evidence for how the uneven distributions of Earth's mineral, energy, and groundwater resources are the result of past and current geoscience processes.","Emphasis is on how these resources are limited and typically non-renewable, and how their distributions are significantly changing as a result of removal by humans. Examples of uneven distributions of resources as a result of past processes include but are not limited to petroleum (locations of the burial of organic marine sediments and subsequent geologic traps), metal ores (locations of past volcanic and hydrothermal activity associated with subduction zones), and soil (locations of active weathering and/or deposition of rock)",
"9,10,11,12",Disciplinary Core ideas,DCI,Natural Resources,ESS3.A,ESS3.A-H1,Resource availability has guided the development of human society.,HS-ESS3-1,"Construct an explanation based on evidence for how the availability of natural resources, occurrence of natural hazards, and changes in climate have influenced human activity.","Examples of key natural resources include access to fresh water (such as rivers, lakes, and groundwater), regions of fertile soils such as river deltas, and high concentrations of minerals and fossil fuels. Examples of natural hazards can be from interior processes (such as volcanic eruptions and earthquakes), surface processes (such as tsunamis, mass wasting and soil erosion), and severe weather (such as hurricanes, floods, and droughts). Examples of the results of changes in climate that can affect populations or drive mass migrations include changes to sea level, regional patterns of temperature and precipitation, and the types of crops and livestock that can be raised.",
"9,10,11,12",Disciplinary Core ideas,DCI,Natural Resources,ESS3.A,ESS3.A-H2,"All forms of energy production and other resource extraction have associated economic, social, environmental, and geopolitical costs and risks as well as benefits. New technologies and social regulations can change the balance of these factors.",HS-ESS3-2,"Evaluate competing design solutions for developing, managing, and utilizing energy and mineral resources based on cost-benefit ratios.","Emphasis is on the conservation, recycling, and reuse of resources (such as minerals and metals) where possible, and on minimizing impacts where it is not. Examples include developing best practices for agricultural soil use, mining (for coal, tar sands, and oil shales), and pumping (for petroleum and natural gas). Science knowledge indicates what can happen in natural systems–not what should happen.",
"k,1,2",Disciplinary Core ideas,DCI,Natural Hazards,ESS3.B,ESS3.B-P1,Some kinds of severe weather are more likely than others in a given region. Weather scientists forecast severe weather so that the communities can prepare for and respond to these events.,K-ESS3-2,"Ask questions to obtain information about the purpose of weather forecasting to prepare for, and respond to, severe weather.",Emphasis is on local forms of severe weather.,
"3,4,5",Disciplinary Core ideas,DCI,Natural Hazards,ESS3.B,ESS3.B-E1,A variety of natural hazards result from natural processes. Humans cannot eliminate natural hazards but can take steps to reduce their impacts.,3-ESS3-1,Make a claim about the merit of a design solution that reduces the impacts of a weather-related hazard.,"Examples of design solutions to weather-related hazards could include barriers to prevent flooding, wind resistant roofs, and lightning rods.",
"6,7,8",Disciplinary Core ideas,DCI,Natural Hazards,ESS3.B,ESS3.B-M1,"Mapping the history of natural hazards in a region, combined with an understanding of related geologic forces, can help forecast the locations and likelihoods of future events.",MS-ESS3-2,Analyze and interpret data on natural hazards to forecast future catastrophic events and inform the development of technologies to mitigate their effects.,"Emphasis is on how some natural hazards, such as volcanic eruptions and severe weather, are preceded by phenomena that allow for reliable predictions, but others, such as earthquakes, occur suddenly and with no notice, and thus are not yet predictable. Examples of natural hazards can be taken from interior processes (such as earthquakes and volcanic eruptions), surface processes (such as mass wasting and tsunamis), or severe weather events (such as hurricanes, tornadoes, and floods). Examples of data can include the locations, magnitudes, and frequencies of the natural hazards. Examples of technologies can be global (such as satellite systems to monitor hurricanes or forest fires) or local (such as building basements in tornado-prone regions or reservoirs to mitigate droughts).",
"9,10,11,12",Disciplinary Core ideas,DCI,Natural Hazards,ESS3.B,ESS3.B-H1,Natural hazards and other geologic events have shaped the course of human history; they have significantly altered the sizes of human populations and have driven human migrations.,HS-ESS3-1,"Construct an explanation based on evidence for how the availability of natural resources, occurrence of natural hazards, and changes in climate have influenced human activity.","Examples of key natural resources include access to fresh water (such as rivers, lakes, and groundwater), regions of fertile soils such as river deltas, and high concentrations of minerals and fossil fuels. Examples of natural hazards can be from interior processes (such as volcanic eruptions and earthquakes), surface processes (such as tsunamis, mass wasting and soil erosion), and severe weather (such as hurricanes, floods, and droughts). Examples of the results of changes in climate that can affect populations or drive mass migrations include changes to sea level, regional patterns of temperature and precipitation, and the types of crops and livestock that can be raised.",
"k,1,2",Disciplinary Core ideas,DCI,Human Impacts on Earth Systems,ESS3.C,ESS3.C-P1,"Things that people do to live comfortably can affect the world around them. But they can make choices that reduce their impacts on the land, water, air, and other living things.",K-ESS3-3,"Communicate solutions that will reduce the impact of humans on the land, water, air, and/or other living things in the local environment.",Examples of human impact on the land could include cutting trees to produce paper and using resources to produce bottles. Examples of solutions could include reusing paper and recycling cans and bottles.,
"3,4,5",Disciplinary Core ideas,DCI,Human Impacts on Earth Systems,ESS3.C,ESS3.C-E1,"Human activities in agriculture, industry, and everyday life have had major effects on the land, vegetation, streams, ocean, air, and even outer space. But individuals and communities are doing things to help protect Earth’s resources and environments.",5-ESS3-1,Obtain and combine information about ways individual communities use science ideas to protect the Earth’s resources and environment.,,
"6,7,8",Disciplinary Core ideas,DCI,Human Impacts on Earth Systems,ESS3.C,ESS3.C-M1,"Human activities have significantly altered the biosphere, sometimes damaging or destroying natural habitats and causing the extinction of other species. But changes to Earth’s environments can have different impacts (negative and positive) for different living things.",MS-ESS3-3,Apply scientific principles to design a method for monitoring and minimizing a human impact on the environment.,"Examples of the design process include examining human environmental impacts, assessing the kinds of solutions that are feasible, and designing and evaluating solutions that could reduce that impact. Examples of human impacts can include water usage (such as the withdrawal of water from streams and aquifers or the construction of dams and levees), land usage (such as urban development, agriculture, or the removal of wetlands), and pollution (such as of the air, water, or land).",
"6,7,8",Disciplinary Core ideas,DCI,Human Impacts on Earth Systems,ESS3.C,ESS3.C-M2,"Typically as human populations and per capita consumption of natural resources increase, so do the negative impacts on Earth unless the activities and technologies involved are engineered otherwise.",MS-ESS3-3,Apply scientific principles to design a method for monitoring and minimizing a human impact on the environment.,"Examples of the design process include examining human environmental impacts, assessing the kinds of solutions that are feasible, and designing and evaluating solutions that could reduce that impact. Examples of human impacts can include water usage (such as the withdrawal of water from streams and aquifers or the construction of dams and levees), land usage (such as urban development, agriculture, or the removal of wetlands), and pollution (such as of the air, water, or land).",
"9,10,11,12",Disciplinary Core ideas,DCI,Human Impacts on Earth Systems,ESS3.C,ESS3.C-H1,The sustainability of human societies and the biodiversity that supports them requires responsible management of natural resources.,HS-ESS3-3,"Create a computational simulation to illustrate the relationships among management of natural resources, the sustainability of human populations, and biodiversity.","Examples of factors that affect the management of natural resources include costs of resource extraction and waste management, per-capita consumption, and the development of new technologies. Examples of factors that affect human sustainability include agricultural efficiency, levels of conservation, and urban planning.",Assessment for computational simulations is limited to using provided multi-parameter programs or constructing simplified spreadsheet calculations.
"9,10,11,12",Disciplinary Core ideas,DCI,Human Impacts on Earth Systems,ESS3.C,ESS3.C-H2,Scientists and engineers can make major contributions by developing technologies that produce less pollution and waste and that preclude ecosystem degradation.,HS-ESS3-4,Evaluate or refine a technological solution that reduces impacts of human activities on natural systems.,"Examples of data on the impacts of human activities could include the quantities and types of pollutants released, changes to biomass and species diversity, or areal changes in land surface use (such as for urban development, agriculture and livestock, or surface mining). Examples for limiting future impacts could range from local efforts (such as reducing, reusing, and recycling resources) to large-scale geoengineering design solutions (such as altering global temperatures by making large changes to the atmosphere or ocean).",
"6,7,8",Disciplinary Core ideas,DCI,Global Climate Change,ESS3.D,ESS3.D-M1,"Human activities, such as the release of greenhouse gases from burning fossil fuels, are major factors in the current rise in Earth’s mean surface temperature (global warming). Reducing the level of climate change and reducing human vulnerability to whatever climate changes do occur depend on the understanding of climate science, engineering capabilities, and other kinds of knowledge, such as understanding of human behavior, and on applying that knowledge wisely in decisions and activities.",MS-ESS3-5,Ask questions to clarify evidence of the factors that have caused the rise in global temperatures over the past century.,"Examples of factors include human activities (such as fossil fuel combustion, cement production, and agricultural activity) and natural processes (such as changes in incoming solar radiation or volcanic activity). Examples of evidence can include tables, graphs, and maps of global and regional temperatures, atmospheric levels of gases such as carbon dioxide and methane, and the rates of human activities. Emphasis is on the major role that human activities play in causing the rise in global temperatures.",
"9,10,11,12",Disciplinary Core ideas,DCI,Global Climate Change,ESS3.D,ESS3.D-H1,"Though the magnitudes of human impacts are greater than they have ever been, so too are human abilities to model, predict, and manage current and future impacts.",HS-ESS3-5,Analyze geoscience data and the results from global climate models to make an evidence-based forecast of the current rate of global or regional climate change and associated future impacts to Earth systems.,"Examples of evidence, for both data and climate model outputs, are for climate changes (such as precipitation and temperature) and their associated impacts (such as on sea level, glacial ice volumes, or atmosphere and ocean composition).",Assessment is limited to one example of a climate change and its associated impacts.
"9,10,11,12",Disciplinary Core ideas,DCI,Global Climate Change,ESS3.D,ESS3.D-H2,"Through computer simulations and other studies, important discoveries are still being made about how the ocean, the atmosphere, and the biosphere interact and are modified in response to human activities.",HS-ESS3-6,Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.,"Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations.",Assessment does not include running computational representations but is limited to using the published results of scientific computational models.
