"subject","framework","grade","dimension","dim","subcategory","code","statement","orig_dimension","orig_dim","link","code2","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"Science","NGSS","6,7,8","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-M5","Evaluate competing design solutions based on jointly developed and agreed-upon design criteria.",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-H1","Compare and evaluate competing arguments or design solutions in light of currently accepted explanations, new evidence, limitations (e.g., trade-offs), constraints, and ethical issues.",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-H2","Evaluate the claims, evidence, and/or reasoning behind currently accepted explanations or solutions to determine the merits of arguments.",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-H3","Respectfully provide and/or receive critiques on scientific arguments by probing reasoning and evidence and challenging ideas and conclusions, responding thoughtfully to diverse perspectives, and determining what additional information is required to resolve contradictions.",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-H4","Construct, use, and/or present an oral and written argument or counter- arguments based on data and evidence.",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-H5","Make and defend a claim based on evidence about the natural world or the effectiveness of a design solution that reflects scientific knowledge, and student-generated evidence.",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Engaging in Argument from Evidence","ARG-H6","Evaluate competing design solutions to a real-world problem based on scientific ideas and principles, empirical evidence, and logical arguments regarding relevant factors (e.g., economic, societal, environmental, ethical considerations).",NA,NA,NA,NA,"ARG","","","","",NA
"Science","NGSS","k,1,2","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-P1","Read grade-appropriate texts and/or use media to obtain scientific and/or technical information to determine patterns in and/or evidence about the natural and designed world(s).",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","k,1,2","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-P2","Describe how specific images (e.g., a diagram showing how a machine works) support a scientific or engineering idea.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","k,1,2","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-P3","Obtain information using various texts, text features (e.g., headings, tables of contents, glossaries, electronic menus, icons), and other media that will be useful in answering a scientific question and/or supporting a scientific claim.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","k,1,2","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-P4","Communicate information or design ideas and/or solutions with others in oral and/or written forms using models, drawings, writing, or numbers that provide detail about scientific ideas, practices, and/or design ideas.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","3,4,5","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-E1","Read and comprehend grade-appropriate complex texts and/or other reliable media to summarize and obtain scientific and technical ideas and describe how they are supported by evidence.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","3,4,5","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-E2","Compare and/or combine across complex texts and/or other reliable media to support the engagement in other scientific and/or engineering practices.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","3,4,5","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-E3","Combine information in written text with that contained in corresponding tables, diagrams, and/or charts to support the engagement in other scientific and/or engineering practices.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","3,4,5","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-E4","Obtain and combine information from books and/or other reliable media to explain phenomena or solutions to a design problem.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","3,4,5","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-E5","Communicate scientific and/or technical information orally and/or in written formats, including various forms of media and may include tables, diagrams, and charts.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","6,7,8","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-M1","Critically read scientific texts adapted for classroom use to determine the central ideas and/or obtain scientific and/or technical information to describe patterns in and/or evidence about the natural and designed world(s).",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","6,7,8","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-M2","Integrate qualitative and/or quantitative scientific and/or technical information in written text with that contained in media and visual displays to clarify claims and findings.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","6,7,8","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-M3","Gather, read, synthesize information from multiple appropriate sources and assess the credibility, accuracy, and possible bias of each publication and methods used, and describe how they are supported or not supported by evidence.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","6,7,8","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-M4","Evaluate data, hypotheses, and/or conclusions in scientific and technical texts in light of competing information or accounts.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","6,7,8","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-M5","Communicate scientific and/or technical information (e.g., about a proposed object, tool, process, system) in writing and/or through oral presentations.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-H1","Critically read scientific literature adapted for classroom use to determine the central ideas or conclusions and/or to obtain scientific and/or technical information to summarize complex evidence, concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-H2","Compare, integrate and evaluate sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a scientific question or solve a problem.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-H3","Gather, read, and evaluate scientific and/or technical information from multiple authoritative sources, assessing the evidence and usefulness of each source.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-H4","Evaluate the validity and reliability of and/or synthesize multiple claims, methods, and/or designs that appear in scientific and technical texts or media reports, verifying the data when possible.",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","9,10,11,12","Science & Engineering Practices","SEP","Obtaining, Evaluating, & Communicating Information","INFO-H5","Communicate scientific and/or technical information or ideas (e.g. about phenomena and/or the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically).",NA,NA,NA,NA,"INFO","","","","",NA
"Science","NGSS","k,1,2","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-P1","Different kinds of matter exist and many of them can be either solid or liquid, depending on temperature. Matter can be described and classified by its observable properties.",NA,NA,NA,NA,"PS1.A","2-PS1-1","Plan and conduct an investigation to describe and classify different kinds of materials by their observable properties.","Observations could include color, texture, hardness, and flexibility. Patterns could include the similar properties that different materials share.","",NA
"Science","NGSS","k,1,2","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-P2","Different properties are suited to different purposes.",NA,NA,NA,NA,"PS1.A","2-PS1-3","Make observations to construct an evidence-based account of how an object made of a small set of pieces can be disassembled and made into a new object.","Examples of pieces could include blocks, building bricks, or other assorted small objects.","",NA
"Science","NGSS","k,1,2","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-P3","A great variety of objects can be built up from a small set of pieces.",NA,NA,NA,NA,"PS1.A","2-PS1-3","Make observations to construct an evidence-based account of how an object made of a small set of pieces can be disassembled and made into a new object.","Examples of pieces could include blocks, building bricks, or other assorted small objects.","",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-E1","Matter of any type can be subdivided into particles that are too small to see, but even then the matter still exists and can be detected by other means. A model showing that gases are made from matter particles that are too small to see and are moving freely around in space can explain many observations, including the inflation and shape of a balloon and the effects of air on larger particles or objects.",NA,NA,NA,NA,"PS1.A","5-PS1-1","Develop a model to describe that matter is made of particles too small to be seen.","Examples of evidence could include adding air to expand a basketball, compressing air in a syringe, dissolving sugar in water, and evaporating salt water.","Assessment does not include the atomic-scale mechanism of evaporation and condensation or defining the unseen particles.",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-E2","The amount (weight) of matter is conserved when it changes form, even in transitions in which it seems to vanish.",NA,NA,NA,NA,"PS1.A","5-PS1-2","Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.","Examples of reactions or changes could include phase changes, dissolving, and mixing that form new substances.","Assessment does not include distinguishing mass and weight.",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-E3","Measurements of a variety of properties can be used to identify materials. (Boundary: At this grade level, mass and weight are not distinguished, and no attempt is made to define the unseen particles or explain the atomic-scale mechanism of evaporation and condensation.)",NA,NA,NA,NA,"PS1.A","5-PS1-3","Make observations and measurements to identify materials based on their properties.","Examples of materials to be identified could include baking soda and other powders, metals, minerals, and liquids. Examples of properties could include color, hardness, reflectivity, electrical conductivity, thermal conductivity, response to magnetic forces, and solubility; density is not intended as an identifiable property.","Assessment does not include density or distinguishing mass and weight.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-M1","Substances are made from different types of atoms, which combine with one another in various ways. Atoms form molecules that range in size from two to thousands of atoms.",NA,NA,NA,NA,"PS1.A","MS-PS1-1","Develop models to describe the atomic composition of simple molecules and extended structures.","Emphasis is on developing models of molecules that vary in complexity. Examples of simple molecules could include ammonia and methanol. Examples of extended structures could include sodium chloride or diamonds. Examples of molecular-level models could include drawings, 3D ball and stick structures, or computer representations showing different molecules with different types of atoms.","Assessment does not include valence electrons and bonding energy, discussing the ionic nature of subunits of complex structures, or a complete description of all individual atoms in a complex molecule or extended structure is not required.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-M2","Each pure substance has characteristic physical and chemical properties (for any bulk quantity under given conditions) that can be used to identify it.",NA,NA,NA,NA,"PS1.A","MS-PS1-2","Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.","Examples of reactions could include burning sugar or steel wool, fat reacting with sodium hydroxide, and mixing zinc with hydrogen chloride.","Assessment is limited to analysis of the following properties: density, melting point, boiling point, solubility, flammability, and odor.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-M3","Gases and liquids are made of molecules or inert atoms that are moving about relative to each other.",NA,NA,NA,NA,"PS1.A","MS-PS1-4","Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed.","Emphasis is on qualitative molecular-level models of solids, liquids, and gases to show that adding or removing thermal energy increases or decreases kinetic energy of the particles until a change of state occurs. Examples of models could include drawing and diagrams. Examples of particles could include molecules or inert atoms. Examples of pure substances could include water, carbon dioxide, and helium.","",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-M4","In a liquid, the molecules are constantly in contact with others; in a gas, they are widely spaced except when they happen to collide. In a solid, atoms are closely spaced and may vibrate in position but do not change relative locations.",NA,NA,NA,NA,"PS1.A","MS-PS1-4","Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed.","Emphasis is on qualitative molecular-level models of solids, liquids, and gases to show that adding or removing thermal energy increases or decreases kinetic energy of the particles until a change of state occurs. Examples of models could include drawing and diagrams. Examples of particles could include molecules or inert atoms. Examples of pure substances could include water, carbon dioxide, and helium.","",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-M5","Solids may be formed from molecules, or they may be extended structures with repeating subunits (e.g., crystals).",NA,NA,NA,NA,"PS1.A","MS-PS1-1","Develop models to describe the atomic composition of simple molecules and extended structures.","Emphasis is on developing models of molecules that vary in complexity. Examples of simple molecules could include ammonia and methanol. Examples of extended structures could include sodium chloride or diamonds. Examples of molecular-level models could include drawings, 3D ball and stick structures, or computer representations showing different molecules with different types of atoms.","Assessment does not include valence electrons and bonding energy, discussing the ionic nature of subunits of complex structures, or a complete description of all individual atoms in a complex molecule or extended structure is not required.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-M6","The changes of state that occur with variations in temperature or pressure can be described and predicted using these models of matter.",NA,NA,NA,NA,"PS1.A","MS-PS1-4","Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed.","Emphasis is on qualitative molecular-level models of solids, liquids, and gases to show that adding or removing thermal energy increases or decreases kinetic energy of the particles until a change of state occurs. Examples of models could include drawing and diagrams. Examples of particles could include molecules or inert atoms. Examples of pure substances could include water, carbon dioxide, and helium.","",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-H1","Each atom has a charged substructure consisting of a nucleus, which is made of protons and neutrons, surrounded by electrons.",NA,NA,NA,NA,"PS1.A","HS-PS1-1","Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.","Examples of properties that could be predicted from patterns could include reactivity of metals, types of bonds formed, numbers of bonds formed, and reactions with oxygen.","Assessment is limited to main group elements. Assessment does not include quantitative understanding of ionization energy beyond relative trends.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-H2","The periodic table orders elements horizontally by the number of protons in the atom's nucleus and places those with similar chemical properties in columns. The repeating patterns of this table reflect patterns of outer electron states.",NA,NA,NA,NA,"PS1.A","HS-PS1-1","Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.","Examples of properties that could be predicted from patterns could include reactivity of metals, types of bonds formed, numbers of bonds formed, and reactions with oxygen.","Assessment is limited to main group elements. Assessment does not include quantitative understanding of ionization energy beyond relative trends.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-H3","The structure and interactions of matter at the bulk scale are determined by electrical forces within and between atoms.",NA,NA,NA,NA,"PS1.A","HS-PS1-3","Plan and conduct an investigation to gather evidence to compare the structure of substances at the bulk scale to infer the strength of electrical forces between particles.","Emphasis is on understanding the strengths of forces between particles, not on naming specific intermolecular forces (such as dipole-dipole). Examples of particles could include ions, atoms, molecules, and networked materials (such as graphite). Examples of bulk properties of substances could include the melting point and boiling point, vapor pressure, and surface tension.","Assessment does not include Raoult’s law calculations of vapor pressure.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Structure & Properties of Matter","PS1.A-H4","Stable forms of matter are those in which the electric and magnetic field energy is minimized. A stable molecule has less energy, by an amount known as the binding energy, than the same set of atoms separated; one must provide at least this energy in order to take the molecule apart.",NA,NA,NA,NA,"PS1.A","HS-PS1-4","Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.","Emphasis is on the idea that a chemical reaction is a system that affects the energy change. Examples of models could include molecular-level drawings and diagrams of reactions, graphs showing the relative energies of reactants and products, and representations showing energy is conserved.","Assessment does not include calculating the total bond energy changes during a chemical reaction from the bond energies of reactants and products.",NA
"Science","NGSS","k,1,2","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-P1","Heating or cooling a substance may cause changes that can be observed. Sometimes these changes are reversible, and sometimes they are not.",NA,NA,NA,NA,"PS1.B","2-PS1-4","Construct an argument with evidence that some changes caused by heating or cooling can be reversed and some cannot.","Examples of reversible changes could include materials such as water and butter at different temperatures. Examples of irreversible changes could include cooking an egg, freezing a plant leaf, and heating paper.","",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-E1","When two or more different substances are mixed, a new substance with different properties may be formed.",NA,NA,NA,NA,"PS1.B","5-PS1-2","Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.","Examples of reactions or changes could include phase changes, dissolving, and mixing that form new substances.","Assessment does not include distinguishing mass and weight.",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-E2","No matter what reaction or change in properties occurs, the total weight of the substances does not change. (Boundary: Mass and weight are not distinguished at this grade level.)",NA,NA,NA,NA,"PS1.B","MS-PS1-2","Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.","Examples of reactions could include burning sugar or steel wool, fat reacting with sodium hydroxide, and mixing zinc with hydrogen chloride.","Assessment is limited to analysis of the following properties: density, melting point, boiling point, solubility, flammability, and odor.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-M1","Substances react chemically in characteristic ways. In a chemical process, the atoms that make up the original substances are regrouped into different molecules, and these new substances have different properties from those of the reactants.",NA,NA,NA,NA,"PS1.B","MS-PS1-5","Develop and use a model to describe how the total number of atoms does not change in a chemical reaction and thus mass is conserved.","Emphasis is on law of conservation of matter and on physical models or drawings, including digital forms, that represent atoms.","Assessment does not include the use of atomic masses, balancing symbolic equations, or intermolecular forces.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-M2","The total number of each type of atom is conserved, and thus the mass does not change.",NA,NA,NA,NA,"PS1.B","MS-PS1-6","Undertake a design project to construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes.","Emphasis is on the design, controlling the transfer of energy to the environment, and modification of a device using factors such as type and concentration of a substance. Examples of designs could involve chemical reactions such as dissolving ammonium chloride or calcium chloride.","Assessment is limited to the criteria of amount, time, and temperature of substance in testing the device.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-M3","Some chemical reactions release energy, others store energy.",NA,NA,NA,NA,"PS1.B","HS-PS1-4","Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.","Emphasis is on the idea that a chemical reaction is a system that affects the energy change. Examples of models could include molecular-level drawings and diagrams of reactions, graphs showing the relative energies of reactants and products, and representations showing energy is conserved.","Assessment does not include calculating the total bond energy changes during a chemical reaction from the bond energies of reactants and products.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-H1","Chemical processes, their rates, and whether or not energy is stored or released can be understood in terms of the collisions of molecules and the rearrangements of atoms into new molecules, with consequent changes in the sum of all bond energies in the set of molecules that are matched by changes in kinetic energy.",NA,NA,NA,NA,"PS1.B","HS-PS1-6","Refine the design of a chemical system by specifying a change in conditions that would produce increased amounts of products at equilibrium.","Emphasis is on the application of Le Chatlier’s Principle and on refining designs of chemical reaction systems, including descriptions of the connection between changes made at the macroscopic level and what happens at the molecular level. Examples of designs could include different ways to increase product formation including adding reactants or removing products.","Assessment is limited to specifying the change in only one variable at a time. Assessment does not include calculating equilibrium constants and concentrations.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-H2","In many situations, a dynamic and condition-dependent balance between a reaction and the reverse reaction determines the numbers of all types of molecules present.",NA,NA,NA,NA,"PS1.B","HS-PS1-7","Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction.","Emphasis is on using mathematical ideas to communicate the proportional relationships between masses of atoms in the reactants and the products, and the translation of these relationships to the macroscopic scale using the mole as the conversion from the atomic to the macroscopic scale. Emphasis is on assessing students’ use of mathematical thinking and not on memorization and rote application of problem-solving techniques","Assessment does not include complex chemical reactions.]",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Chemical Reactions","PS1.B-H3","The fact that atoms are conserved, together with knowledge of the chemical properties of the elements involved, can be used to describe and predict chemical reactions.",NA,NA,NA,NA,"PS1.B","HS-PS1-8","Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay.","Emphasis is on simple qualitative models, such as pictures or diagrams, and on the scale of energy released in nuclear processes relative to other kinds of transformations.","Assessment does not include quantitative calculation of energy released. Assessment is limited to alpha, beta, and gamma radioactive decays.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Nuclear Processes","PS1.C-H1","Nuclear processes, including fusion, fission, and radioactive decays of unstable nuclei, involve release or absorption of energy. The total number of neutrons plus protons does not change in any nuclear process.",NA,NA,NA,NA,"PS1.C","HS-ESS1-5","Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks.","Emphasis is on the ability of plate tectonics to explain the ages of crustal rocks. Examples include evidence of the ages oceanic crust increasing with distance from mid-ocean ridges (a result of plate spreading) and the ages of North American continental crust increasing with distance away from a central ancient core (a result of past plate interactions).","",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Nuclear Processes","PS1.C-H2","Spontaneous radioactive decays follow a characteristic exponential decay law. Nuclear lifetimes allow radiometric dating to be used to determine the ages of rocks and other materials.",NA,NA,NA,NA,"PS1.C","HS-ESS1-6","Apply scientific reasoning and evidence from ancient Earth materials, meteorites, and other planetary surfaces to construct an account of Earth’s formation and early history.","Emphasis is on using available evidence within the solar system to reconstruct the early history of Earth, which formed along with the rest of the solar system 4.6 billion years ago. Examples of evidence include the absolute ages of ancient materials (obtained by radiometric dating of meteorites, moon rocks, and Earth’s oldest minerals), the sizes and compositions of solar system objects, and the impact cratering record of planetary surfaces.","",NA
"Science","NGSS","k,1,2","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-P1","Pushes and pulls can have different strengths and directions.",NA,NA,NA,NA,"PS2.A","3-PS2-1","Plan and conduct an investigation to provide evidence of the effects of balanced and unbalanced forces on the motion of an object.","Examples could include an unbalanced force on one side of a ball can make it start moving; and, balanced forces pushing on a box from both sides will not produce any motion at all.","Assessment is limited to one variable at a time: number, size, or direction of forces. Assessment does not include quantitative force size, only qualitative and relative. Assessment is limited to gravity being addressed as a force that pulls objects down.",NA
"Science","NGSS","k,1,2","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-P2","Pushing or pulling on an object can change the speed or direction of its motion and can start or stop it.",NA,NA,NA,NA,"PS2.A","3-PS2-2","Make observations and/or measurements of an object’s motion to provide evidence that a pattern can be used to predict future motion.","Examples of motion with a predictable pattern could include a child swinging in a swing, a ball rolling back and forth in a bowl, and two children on a see-saw.","Assessment does not include technical terms such as period and frequency.",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-E1","Each force acts on one particular object and has both strength and a direction. An object at rest typically has multiple forces acting on it, but they add to give zero net force on the object. Forces that do not sum to zero can cause changes in the object’s speed or direction of motion. (Boundary: Qualitative and conceptual, but not quantitative addition of forces are used at this level.)",NA,NA,NA,NA,"PS2.A","K-PS2-1","Plan and conduct an investigation to compare the effects of different strengths or different directions of pushes and pulls on the motion of an object.","Examples of pushes or pulls could include a string attached to an object being pulled, a person pushing an object, a person stopping a rolling ball, and two objects colliding and pushing on each other.","Assessment is limited to different relative strengths or different directions, but not both at the same time. Assessment does not include non-contact pushes or pulls such as those produced by magnets.",NA
"Science","NGSS","3,4,5","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-E2","The patterns of an object’s motion in various situations can be observed and measured; when that past motion exhibits a regular pattern, future motion can be predicted from it. (Boundary: Technical terms, such as magnitude, velocity, momentum, and vector quantity, are not introduced at this level, but the concept that some quantities need both size and direction to be described is developed.)",NA,NA,NA,NA,"PS2.A","K-PS2-1","Plan and conduct an investigation to compare the effects of different strengths or different directions of pushes and pulls on the motion of an object.","Examples of pushes or pulls could include a string attached to an object being pulled, a person pushing an object, a person stopping a rolling ball, and two objects colliding and pushing on each other.","Assessment is limited to different relative strengths or different directions, but not both at the same time. Assessment does not include non-contact pushes or pulls such as those produced by magnets.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-M1","For any pair of interacting objects, the force exerted by the first object on the second object is equal in strength to the force that the second object exerts on the first, but in the opposite direction (Newton’s third law).",NA,NA,NA,NA,"PS2.A","MS-PS2-1","Apply Newton’s Third Law to design a solution to a problem involving the motion of two colliding objects.","Examples of practical problems could include the impact of collisions between two cars, between a car and stationary objects, and between a meteor and a space vehicle.","Assessment is limited to vertical or horizontal interactions in one dimension.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-M2","The motion of an object is determined by the sum of the forces acting on it; if the total force on the object is not zero, its motion will change. The greater the mass of the object, the greater the force needed to achieve the same change in motion. For any given object, a larger force causes a larger change in motion.",NA,NA,NA,NA,"PS2.A","MS-PS2-2","Plan an investigation to provide evidence that the change in an object’s motion depends on the sum of the forces on the object and the mass of the object.","Emphasis is on balanced (Newton’s First Law) and unbalanced forces in a system, qualitative comparisons of forces, mass and changes in motion (Newton’s Second Law), frame of reference, and specification of units.","Assessment is limited to forces and changes in motion in one-dimension in an inertial reference frame and to change in one variable at a time. Assessment does not include the use of trigonometry.",NA
"Science","NGSS","6,7,8","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-M3","All positions of objects and the directions of forces and motions must be described in an arbitrarily chosen reference frame and arbitrarily chosen units of size. In order to share information with other people, these choices must also be shared.",NA,NA,NA,NA,"PS2.A","MS-PS2-2","Plan an investigation to provide evidence that the change in an object’s motion depends on the sum of the forces on the object and the mass of the object.","Emphasis is on balanced (Newton’s First Law) and unbalanced forces in a system, qualitative comparisons of forces, mass and changes in motion (Newton’s Second Law), frame of reference, and specification of units.","Assessment is limited to forces and changes in motion in one-dimension in an inertial reference frame and to change in one variable at a time. Assessment does not include the use of trigonometry.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-H1","Newton’s second law accurately predicts changes in the motion of macroscopic objects.",NA,NA,NA,NA,"PS2.A","HS-PS2-1","Analyze data to support the claim that Newton’s second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration.","Examples of data could include tables or graphs of position or velocity as a function of time for objects subject to a net unbalanced force, such as a falling object, an object rolling down a ramp, or a moving object being pulled by a constant force.","Assessment is limited to one-dimensional motion and to macroscopic objects moving at non-relativistic speeds.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-H2","Momentum is defined for a particular frame of reference; it is the mass times the velocity of the object. In any system, total momentum is always conserved.",NA,NA,NA,NA,"PS2.A","HS-PS2-2","Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.","Emphasis is on the quantitative conservation of momentum in interactions and the qualitative meaning of this principle.","Assessment is limited to systems of two macroscopic bodies moving in one dimension.",NA
"Science","NGSS","9,10,11,12","Disciplinary Core ideas","DCI","Forces & Motion","PS2.A-H3","If a system interacts with objects outside itself, the total momentum of the system can change; however, any such change is balanced by changes in the momentum of objects outside the system.",NA,NA,NA,NA,"PS2.A","HS-PS2-2","Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.","Emphasis is on the quantitative conservation of momentum in interactions and the qualitative meaning of this principle.","Assessment is limited to systems of two macroscopic bodies moving in one dimension.",NA
